simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
1,Beverton-Holt,alpha,1.1,Ricker,0.49,0.07,1.04,1.01,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8638.35,18755.35
1,Beverton-Holt,sigma,1.1,Ricker,1.26,1.02,1.61,1.002,14.545454545454538,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8638.35,18755.35
1,Ricker,K,10000,Ricker,7036.16,1081.62,17327.28,1.002,-29.6384,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3194.76,7036.16
1,Ricker,Smsy,4257.348911099839,Ricker,3194.76,538.12,7899.43,1.002,-24.958934146304927,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3194.76,7036.16
1,Ricker,alpha,1.1,Ricker,0.56,0.05,1.29,1.002,-49.090909090909086,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3194.76,7036.16
1,Ricker,sigma,1.1,Ricker,1.26,0.96,1.7,1.005,14.545454545454538,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3194.76,7036.16
2,Beverton-Holt,K,10000,Beverton-Holt,15804.6,6143.06,123586.87,1.045,58.046,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.63,1.24,6421.65,15804.6
2,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,6421.65,1081.07,54859.94,1.103,75.51994242188157,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.63,1.24,6421.65,15804.6
2,Beverton-Holt,alpha,1.1,Beverton-Holt,0.63,0.09,3.35,1.107,-42.727272727272734,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.63,1.24,6421.65,15804.6
2,Beverton-Holt,sigma,1.1,Beverton-Holt,1.24,1.02,1.58,1.044,12.727272727272716,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.63,1.24,6421.65,15804.6
2,Ricker,K,10000,Beverton-Holt,5711.52,2547.42,17868.78,1.003,-42.88479999999999,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.73,1.23,1014.85,5711.52
2,Ricker,Smsy,4257.348911099839,Beverton-Holt,1014.85,41.69,7739.96,1.006,-76.1623953969555,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.73,1.23,1014.85,5711.52
2,Ricker,alpha,1.1,Beverton-Holt,2.73,0.14,9.66,1.005,148.18181818181816,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.73,1.23,1014.85,5711.52
2,Ricker,sigma,1.1,Beverton-Holt,1.23,0.95,1.69,1.001,11.818181818181808,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.73,1.23,1014.85,5711.52
2,Beverton-Holt,K,10000,Ricker,18341.85,4945.02,89314.05,1.007,83.4185,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8430.02,18341.85
2,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8430.02,2428.67,42131.1,1.008,130.413776056825,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8430.02,18341.85
2,Beverton-Holt,alpha,1.1,Ricker,0.49,0.08,1.05,1.008,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8430.02,18341.85
2,Beverton-Holt,sigma,1.1,Ricker,1.27,1.03,1.62,1.006,15.454545454545446,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8430.02,18341.85
2,Ricker,K,10000,Ricker,7078.71,1440.47,17898.35,1.002,-29.2129,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3208.81,7078.71
2,Ricker,Smsy,4257.348911099839,Ricker,3208.81,716.4,8150.06,1.002,-24.628916562747982,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3208.81,7078.71
2,Ricker,alpha,1.1,Ricker,0.56,0.07,1.32,1.006,-49.090909090909086,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3208.81,7078.71
2,Ricker,sigma,1.1,Ricker,1.26,0.97,1.71,1.001,14.545454545454538,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.26,3208.81,7078.71
3,Beverton-Holt,K,10000,Beverton-Holt,15691.85,5803.56,140222.02,1.029,56.9185,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.66,1.25,6223.31,15691.85
3,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,6223.31,1853.85,61751.97,1.107,70.09880838624339,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.66,1.25,6223.31,15691.85
3,Beverton-Holt,alpha,1.1,Beverton-Holt,0.66,0.08,2.65,1.182,-40,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.66,1.25,6223.31,15691.85
3,Beverton-Holt,sigma,1.1,Beverton-Holt,1.25,1.01,1.58,1.03,13.636363636363628,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.66,1.25,6223.31,15691.85
3,Ricker,K,10000,Beverton-Holt,5597.59,2742.74,14911.98,1.018,-44.0241,1085.482198065044,1.1,1.1,4257.348911099839,10000,3.32,1.22,826.48,5597.59
3,Ricker,Smsy,4257.348911099839,Beverton-Holt,826.48,38.96,6295.72,1.063,-80.58697989621696,1085.482198065044,1.1,1.1,4257.348911099839,10000,3.32,1.22,826.48,5597.59
3,Ricker,alpha,1.1,Beverton-Holt,3.32,0.15,9.73,1.065,201.81818181818178,1085.482198065044,1.1,1.1,4257.348911099839,10000,3.32,1.22,826.48,5597.59
3,Ricker,sigma,1.1,Beverton-Holt,1.22,0.9,1.67,1.087,10.9090909090909,1085.482198065044,1.1,1.1,4257.348911099839,10000,3.32,1.22,826.48,5597.59
3,Beverton-Holt,K,10000,Ricker,18904.2,4354.5,91275.1,1.004,89.04200000000002,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8702.65,18904.2
3,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8702.65,2151.97,42630.11,1.004,137.86544375943683,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8702.65,18904.2
3,Beverton-Holt,alpha,1.1,Ricker,0.49,0.07,1.06,1.006,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8702.65,18904.2
3,Beverton-Holt,sigma,1.1,Ricker,1.27,1.02,1.63,1.005,15.454545454545446,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8702.65,18904.2
3,Ricker,K,10000,Ricker,7104.8,1446.41,16672.08,1.001,-28.952,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.25,3220.98,7104.8
3,Ricker,Smsy,4257.348911099839,Ricker,3220.98,716.55,7615.94,1.001,-24.3430579156385,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.25,3220.98,7104.8
3,Ricker,alpha,1.1,Ricker,0.57,0.07,1.29,1.002,-48.181818181818194,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.25,3220.98,7104.8
3,Ricker,sigma,1.1,Ricker,1.25,0.96,1.71,1.001,13.636363636363628,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.25,3220.98,7104.8
4,Beverton-Holt,K,10000,Beverton-Holt,18086.3,4889.59,220614.02,1.022,80.86299999999999,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.53,1.25,7580.31,18086.3
4,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,7580.31,518.11,100433.05,1.052,107.18905183870393,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.53,1.25,7580.31,18086.3
4,Beverton-Holt,alpha,1.1,Beverton-Holt,0.53,0.06,4.9,1.072,-51.81818181818182,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.53,1.25,7580.31,18086.3
4,Beverton-Holt,sigma,1.1,Beverton-Holt,1.25,1.01,1.6,1.013,13.636363636363628,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.53,1.25,7580.31,18086.3
4,Ricker,K,10000,Beverton-Holt,5749.65,2483.96,17658.44,1.005,-42.5035,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.69,1.24,1037.36,5749.65
4,Ricker,Smsy,4257.348911099839,Beverton-Holt,1037.36,44.43,7503.33,1.008,-75.63366259938489,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.69,1.24,1037.36,5749.65
4,Ricker,alpha,1.1,Beverton-Holt,2.69,0.14,9.51,1.009,144.54545454545453,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.69,1.24,1037.36,5749.65
4,Ricker,sigma,1.1,Beverton-Holt,1.24,0.96,1.68,1.017,12.727272727272716,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.69,1.24,1037.36,5749.65
4,Beverton-Holt,K,10000,Ricker,19022.85,4996.91,87876.31,1.004,90.22849999999998,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8811.09,19022.85
4,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8811.09,2470.18,41000.5,1.004,140.82938333201224,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8811.09,19022.85
4,Beverton-Holt,alpha,1.1,Ricker,0.48,0.08,1.04,1.007,-56.363636363636374,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8811.09,19022.85
4,Beverton-Holt,sigma,1.1,Ricker,1.26,1.02,1.61,1.004,14.545454545454538,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8811.09,19022.85
4,Ricker,K,10000,Ricker,7146.68,1407.6,19258.27,1.002,-28.5332,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.26,3237.9,7146.68
4,Ricker,Smsy,4257.348911099839,Ricker,3237.9,697.3,8911.49,1.003,-23.945627487611194,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.26,3237.9,7146.68
4,Ricker,alpha,1.1,Ricker,0.55,0.06,1.29,1.002,-50,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.26,3237.9,7146.68
4,Ricker,sigma,1.1,Ricker,1.26,0.98,1.73,1.002,14.545454545454538,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.26,3237.9,7146.68
5,Beverton-Holt,K,10000,Beverton-Holt,16991,5769.95,163534.57,1.027,69.91,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,7004.99,16991
5,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,7004.99,1759.59,71561.71,1.046,91.46410057630922,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,7004.99,16991
5,Beverton-Holt,alpha,1.1,Beverton-Holt,0.61,0.08,2.24,1.068,-44.54545454545455,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,7004.99,16991
5,Beverton-Holt,sigma,1.1,Beverton-Holt,1.24,1,1.6,1.04,12.727272727272716,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,7004.99,16991
5,Ricker,K,10000,Beverton-Holt,5624.23,2059.95,15396.62,1.012,-43.75770000000001,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.68,1.22,1002.07,5624.23
5,Ricker,Smsy,4257.348911099839,Beverton-Holt,1002.07,46.22,6376.42,1.021,-76.46258220961442,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.68,1.22,1002.07,5624.23
5,Ricker,alpha,1.1,Beverton-Holt,2.68,0.11,9.44,1.024,143.63636363636363,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.68,1.22,1002.07,5624.23
5,Ricker,sigma,1.1,Beverton-Holt,1.22,0.92,1.67,1.053,10.9090909090909,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.68,1.22,1002.07,5624.23
5,Beverton-Holt,K,10000,Ricker,19074.2,4864.34,90409.75,1.002,90.74200000000002,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8767.44,19074.2
5,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8767.44,2393.62,42718.43,1.002,139.63631838971313,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8767.44,19074.2
5,Beverton-Holt,alpha,1.1,Ricker,0.49,0.08,1.02,1.004,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8767.44,19074.2
5,Beverton-Holt,sigma,1.1,Ricker,1.27,1.02,1.64,1.003,15.454545454545446,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8767.44,19074.2
5,Ricker,K,10000,Ricker,7116.54,1374.57,18297.98,1.001,-28.8346,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3228.01,7116.54
5,Ricker,Smsy,4257.348911099839,Ricker,3228.01,684.53,8435.45,1.001,-24.177931679880107,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3228.01,7116.54
5,Ricker,alpha,1.1,Ricker,0.55,0.07,1.25,1.001,-50,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3228.01,7116.54
5,Ricker,sigma,1.1,Ricker,1.25,0.97,1.7,1.002,13.636363636363628,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3228.01,7116.54
6,Beverton-Holt,K,10000,Beverton-Holt,16431.2,5362.98,155011.6,1.02,64.31200000000001,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,6656.09,16431.2
6,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,6656.09,1223.81,70572.23,1.041,81.9277807969699,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,6656.09,16431.2
6,Beverton-Holt,alpha,1.1,Beverton-Holt,0.61,0.07,2.49,1.048,-44.54545454545455,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,6656.09,16431.2
6,Beverton-Holt,sigma,1.1,Beverton-Holt,1.24,1.01,1.6,1.017,12.727272727272716,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.24,6656.09,16431.2
6,Ricker,K,10000,Beverton-Holt,5674.14,2456.03,14248.29,1.002,-43.258599999999994,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.65,1.23,1052.91,5674.14
6,Ricker,Smsy,4257.348911099839,Beverton-Holt,1052.91,43.7,5725.47,1.005,-75.26841182185389,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.65,1.23,1052.91,5674.14
6,Ricker,alpha,1.1,Beverton-Holt,2.65,0.14,9.61,1.006,140.90909090909088,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.65,1.23,1052.91,5674.14
6,Ricker,sigma,1.1,Beverton-Holt,1.23,0.95,1.67,1.005,11.818181818181808,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.65,1.23,1052.91,5674.14
6,Beverton-Holt,K,10000,Ricker,18664.45,4417.45,92070.77,1.002,86.64450000000001,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8636.65,18664.45
6,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8636.65,2178.67,43220.37,1.002,136.06149676764434,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8636.65,18664.45
6,Beverton-Holt,alpha,1.1,Ricker,0.48,0.06,1.03,1.004,-56.363636363636374,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8636.65,18664.45
6,Beverton-Holt,sigma,1.1,Ricker,1.26,1.02,1.59,1.003,14.545454545454538,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8636.65,18664.45
6,Ricker,K,10000,Ricker,7061.65,1399.12,17173.36,1.003,-29.383500000000005,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.25,3208.6,7061.65
6,Ricker,Smsy,4257.348911099839,Ricker,3208.6,692.18,7854.61,1.002,-24.633849209904348,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.25,3208.6,7061.65
6,Ricker,alpha,1.1,Ricker,0.56,0.07,1.27,1.005,-49.090909090909086,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.25,3208.6,7061.65
6,Ricker,sigma,1.1,Ricker,1.25,0.97,1.71,1.002,13.636363636363628,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.56,1.25,3208.6,7061.65
7,Beverton-Holt,K,10000,Beverton-Holt,16434.4,5868.45,178641.5,1.021,64.34400000000001,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.62,1.25,6742.56,16434.4
7,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,6742.56,1777.45,78447.98,1.043,84.29122468151984,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.62,1.25,6742.56,16434.4
7,Beverton-Holt,alpha,1.1,Beverton-Holt,0.62,0.08,2.44,1.051,-43.63636363636364,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.62,1.25,6742.56,16434.4
7,Beverton-Holt,sigma,1.1,Beverton-Holt,1.25,1.02,1.57,1.013,13.636363636363628,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.62,1.25,6742.56,16434.4
7,Ricker,K,10000,Beverton-Holt,5752.12,2259.72,17555.58,1.013,-42.4788,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.07,1.21,1239.72,5752.12
7,Ricker,Smsy,4257.348911099839,Beverton-Holt,1239.72,54.5,7517.35,1.023,-70.88046984432543,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.07,1.21,1239.72,5752.12
7,Ricker,alpha,1.1,Beverton-Holt,2.07,0.1,9.14,1.032,88.18181818181814,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.07,1.21,1239.72,5752.12
7,Ricker,sigma,1.1,Beverton-Holt,1.21,0.96,1.65,1.014,9.999999999999988,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.07,1.21,1239.72,5752.12
7,Beverton-Holt,K,10000,Ricker,18799.35,5022.55,82578.81,1.004,87.99349999999998,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8676.07,18799.35
7,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8676.07,2463.38,38799.6,1.004,137.1389451072877,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8676.07,18799.35
7,Beverton-Holt,alpha,1.1,Ricker,0.48,0.08,0.97,1.006,-56.363636363636374,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8676.07,18799.35
7,Beverton-Holt,sigma,1.1,Ricker,1.26,1.03,1.65,1.003,14.545454545454538,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.48,1.26,8676.07,18799.35
7,Ricker,K,10000,Ricker,6908.45,924.64,17145.82,1.002,-30.9155,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.24,3148.71,6908.45
7,Ricker,Smsy,4257.348911099839,Ricker,3148.71,460.03,7814.31,1.002,-26.04059320130833,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.24,3148.71,6908.45
7,Ricker,alpha,1.1,Ricker,0.55,0.04,1.27,1.003,-50,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.24,3148.71,6908.45
7,Ricker,sigma,1.1,Ricker,1.24,0.97,1.67,1.002,12.727272727272716,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.24,3148.71,6908.45
8,Beverton-Holt,K,10000,Beverton-Holt,17225.25,5321.57,151445.82,1.007,72.2525,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.58,1.24,7081.94,17225.25
8,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,7081.94,2318.86,67661.13,1.009,93.56733877355818,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.58,1.24,7081.94,17225.25
8,Beverton-Holt,alpha,1.1,Beverton-Holt,0.58,0.07,1.54,1.027,-47.27272727272728,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.58,1.24,7081.94,17225.25
8,Beverton-Holt,sigma,1.1,Beverton-Holt,1.24,0.99,1.65,1.019,12.727272727272716,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.58,1.24,7081.94,17225.25
8,Ricker,K,10000,Beverton-Holt,5663.74,2582.06,16238.6,1.003,-43.3626,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.79,1.22,995.06,5663.74
8,Ricker,Smsy,4257.348911099839,Beverton-Holt,995.06,41.31,6945.87,1.005,-76.62723866945316,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.79,1.22,995.06,5663.74
8,Ricker,alpha,1.1,Beverton-Holt,2.79,0.14,9.66,1.006,153.63636363636363,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.79,1.22,995.06,5663.74
8,Ricker,sigma,1.1,Beverton-Holt,1.22,0.95,1.63,1.004,10.9090909090909,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.79,1.22,995.06,5663.74
8,Beverton-Holt,K,10000,Ricker,18666.7,4830.68,90420.75,1.004,86.66700000000002,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8629.49,18666.7
8,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8629.49,2385.26,42636.52,1.004,135.86579585156505,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8629.49,18666.7
8,Beverton-Holt,alpha,1.1,Ricker,0.49,0.07,1.02,1.005,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8629.49,18666.7
8,Beverton-Holt,sigma,1.1,Ricker,1.27,1.02,1.64,1.002,15.454545454545446,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.27,8629.49,18666.7
8,Ricker,K,10000,Ricker,7077.08,1292.63,17336.68,1.002,-29.2292,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3215.86,7077.08
8,Ricker,Smsy,4257.348911099839,Ricker,3215.86,642.42,7918.35,1.002,-24.46332055106993,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3215.86,7077.08
8,Ricker,alpha,1.1,Ricker,0.55,0.06,1.27,1.006,-50,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3215.86,7077.08
8,Ricker,sigma,1.1,Ricker,1.25,0.96,1.68,1.001,13.636363636363628,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.55,1.25,3215.86,7077.08
9,Beverton-Holt,K,10000,Beverton-Holt,16724.8,5719.68,254033.85,1.03,67.24799999999999,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.25,6826.51,16724.8
9,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,6826.51,890.67,116582.85,1.075,86.58579059001951,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.25,6826.51,16724.8
9,Beverton-Holt,alpha,1.1,Beverton-Holt,0.61,0.07,4.31,1.088,-44.54545454545455,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.25,6826.51,16724.8
9,Beverton-Holt,sigma,1.1,Beverton-Holt,1.25,1.01,1.6,1.02,13.636363636363628,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.25,6826.51,16724.8
9,Ricker,K,10000,Beverton-Holt,5694.74,2550.84,17106.75,1.01,-43.0526,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.87,1.23,995.78,5694.74
9,Ricker,Smsy,4257.348911099839,Beverton-Holt,995.78,42.9,7496.37,1.012,-76.61032673634563,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.87,1.23,995.78,5694.74
9,Ricker,alpha,1.1,Beverton-Holt,2.87,0.12,9.61,1.01,160.9090909090909,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.87,1.23,995.78,5694.74
9,Ricker,sigma,1.1,Beverton-Holt,1.23,0.96,1.67,1.001,11.818181818181808,1085.482198065044,1.1,1.1,4257.348911099839,10000,2.87,1.23,995.78,5694.74
9,Beverton-Holt,K,10000,Ricker,18461.3,4780.03,88158.77,1.002,84.61299999999999,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8490.03,18461.3
9,Beverton-Holt,Smsy,3658.6440898919936,Ricker,8490.03,2344.78,41471.74,1.002,132.0540011928472,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8490.03,18461.3
9,Beverton-Holt,alpha,1.1,Ricker,0.49,0.08,1.01,1.004,-55.45454545454545,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8490.03,18461.3
9,Beverton-Holt,sigma,1.1,Ricker,1.26,1.01,1.64,1.001,14.545454545454538,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.49,1.26,8490.03,18461.3
9,Ricker,K,10000,Ricker,7071.02,1211.45,17628.07,1.005,-29.289799999999993,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.26,3209.41,7071.02
9,Ricker,Smsy,4257.348911099839,Ricker,3209.41,603.32,8065.61,1.005,-24.61482328515836,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.26,3209.41,7071.02
9,Ricker,alpha,1.1,Ricker,0.57,0.06,1.28,1.006,-48.181818181818194,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.26,3209.41,7071.02
9,Ricker,sigma,1.1,Ricker,1.26,0.97,1.72,1.002,14.545454545454538,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.57,1.26,3209.41,7071.02
10,Beverton-Holt,K,10000,Beverton-Holt,16736.7,5214.04,144607.8,1.016,67.36700000000002,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.61,1.25,6774.68,16736.7
