simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
2,Ricker,Smsy,4257.348911099839,Beverton-Holt,3680.02,3197.51,4256.51,1.001,-13.560761007739261,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.39,0.1,3680.02,11075.75
2,Ricker,alpha,1.1,Beverton-Holt,1.39,1.22,1.58,1.001,26.363636363636346,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.39,0.1,3680.02,11075.75
2,Ricker,sigma,0.1,Beverton-Holt,0.1,0.08,0.14,1.002,0,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.39,0.1,3680.02,11075.75
2,Beverton-Holt,K,10000,Ricker,10018.65,9312.97,10962.62,1,0.18649999999999636,857.2697616150411,1.1,0.1,3658.6440898919936,10000,0.91,0.1,4395.21,10018.65
2,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4395.21,4059.31,4853.5,1,20.132209966609526,857.2697616150411,1.1,0.1,3658.6440898919936,10000,0.91,0.1,4395.21,10018.65
2,Beverton-Holt,alpha,1.1,Ricker,0.91,0.83,0.99,1.001,-17.272727272727277,857.2697616150411,1.1,0.1,3658.6440898919936,10000,0.91,0.1,4395.21,10018.65
2,Beverton-Holt,sigma,0.1,Ricker,0.1,0.08,0.14,1.002,0,857.2697616150411,1.1,0.1,3658.6440898919936,10000,0.91,0.1,4395.21,10018.65
2,Ricker,K,10000,Ricker,9925.77,9274.78,10776.74,1.001,-0.7422999999999956,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.16,0.1,4185.41,9925.77
2,Ricker,Smsy,4257.348911099839,Ricker,4185.41,3873.38,4592.14,1.001,-1.6897584060418116,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.16,0.1,4185.41,9925.77
2,Ricker,alpha,1.1,Ricker,1.16,1.06,1.26,1.001,5.454545454545439,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.16,0.1,4185.41,9925.77
2,Ricker,sigma,0.1,Ricker,0.1,0.08,0.14,1.001,0,1105.5718120959066,1.1,0.1,4257.348911099839,10000,1.16,0.1,4185.41,9925.77
3,Beverton-Holt,K,10000,Beverton-Holt,10387.7,9207.5,12082.52,1.002,3.8770000000000073,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,1.07,0.1,3837.14,10387.7
3,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3837.14,3250.72,4642.99,1.002,4.878744849796952,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,1.07,0.1,3837.14,10387.7
3,Beverton-Holt,alpha,1.1,Beverton-Holt,1.07,0.92,1.23,1.001,-2.7272727272727293,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,1.07,0.1,3837.14,10387.7
3,Beverton-Holt,sigma,0.1,Beverton-Holt,0.1,0.08,0.13,1.001,0,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,1.07,0.1,3837.14,10387.7
3,Ricker,K,10000,Beverton-Holt,10277.95,9518.36,11187.11,1.001,2.779500000000007,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.47,0.11,3328.29,10277.95
3,Ricker,Smsy,4257.348911099839,Beverton-Holt,3328.29,2915.84,3783.92,1.002,-21.82247521873482,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.47,0.11,3328.29,10277.95
3,Ricker,alpha,1.1,Beverton-Holt,1.47,1.31,1.66,1.002,33.63636363636362,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.47,0.11,3328.29,10277.95
3,Ricker,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.002,9.999999999999995,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.47,0.11,3328.29,10277.95
3,Beverton-Holt,K,10000,Ricker,9244.02,8337.88,10601.92,1.002,-7.559799999999996,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,0.93,0.1,4046.22,9244.02
3,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4046.22,3606.97,4705.78,1.002,10.593430259554099,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,0.93,0.1,4046.22,9244.02
3,Beverton-Holt,alpha,1.1,Ricker,0.93,0.83,1.02,1.001,-15.454545454545457,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,0.93,0.1,4046.22,9244.02
3,Beverton-Holt,sigma,0.1,Ricker,0.1,0.08,0.13,1.001,0,1194.3044816083552,1.1,0.1,3658.6440898919936,10000,0.93,0.1,4046.22,9244.02
3,Ricker,K,10000,Ricker,9801.99,9337.42,10356.41,1.001,-1.9801000000000022,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.12,0.1,4157.79,9801.99
3,Ricker,Smsy,4257.348911099839,Ricker,4157.79,3936.85,4419.31,1.001,-2.3385189510840214,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.12,0.1,4157.79,9801.99
3,Ricker,alpha,1.1,Ricker,1.12,1.06,1.18,1.001,1.8181818181818197,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.12,0.1,4157.79,9801.99
3,Ricker,sigma,0.1,Ricker,0.1,0.08,0.12,1.001,0,1334.5787373770147,1.1,0.1,4257.348911099839,10000,1.12,0.1,4157.79,9801.99
4,Beverton-Holt,K,10000,Beverton-Holt,9832.94,8851.54,11161.94,1.001,-1.670599999999995,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,1.11,0.1,3584.6,9832.94
4,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3584.6,3068.52,4250.74,1.001,-2.0238123215253654,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,1.11,0.1,3584.6,9832.94
4,Beverton-Holt,alpha,1.1,Beverton-Holt,1.11,0.95,1.3,1.001,0.9090909090909098,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,1.11,0.1,3584.6,9832.94
4,Beverton-Holt,sigma,0.1,Beverton-Holt,0.1,0.08,0.14,1.001,0,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,1.11,0.1,3584.6,9832.94
4,Ricker,K,10000,Beverton-Holt,10924.6,10072.69,12020.64,1.001,9.246000000000002,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.37,0.11,3656.68,10924.6
4,Ricker,Smsy,4257.348911099839,Beverton-Holt,3656.68,3185.54,4230.73,1.002,-14.108989505975515,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.37,0.11,3656.68,10924.6
4,Ricker,alpha,1.1,Beverton-Holt,1.37,1.19,1.58,1.002,24.545454545454543,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.37,0.11,3656.68,10924.6
4,Ricker,sigma,0.1,Beverton-Holt,0.11,0.09,0.15,1.001,9.999999999999995,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.37,0.11,3656.68,10924.6
4,Beverton-Holt,K,10000,Ricker,9417.99,8637.32,10519.72,1.002,-5.820100000000002,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,0.91,0.11,4138.38,9417.99
4,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4138.38,3759.64,4667,1.002,13.1123962408207,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,0.91,0.11,4138.38,9417.99
4,Beverton-Holt,alpha,1.1,Ricker,0.91,0.81,1,1.002,-17.272727272727277,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,0.91,0.11,4138.38,9417.99
4,Beverton-Holt,sigma,0.1,Ricker,0.11,0.08,0.14,1.001,9.999999999999995,1193.8355440585658,1.1,0.1,3658.6440898919936,10000,0.91,0.11,4138.38,9417.99
4,Ricker,K,10000,Ricker,10076.3,9540.51,10739.13,1,0.7629999999999927,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.1,0.1,4290.97,10076.3
4,Ricker,Smsy,4257.348911099839,Ricker,4290.97,4030.83,4618.15,1.001,0.7897188978921557,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.1,0.1,4290.97,10076.3
4,Ricker,alpha,1.1,Ricker,1.1,1.02,1.18,1.001,0,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.1,0.1,4290.97,10076.3
4,Ricker,sigma,0.1,Ricker,0.1,0.08,0.13,1.001,0,1260.247694776643,1.1,0.1,4257.348911099839,10000,1.1,0.1,4290.97,10076.3
5,Beverton-Holt,K,10000,Beverton-Holt,9924.88,9076.41,11041,1.001,-0.751200000000008,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,1.05,0.09,3692.81,9924.88
5,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3692.81,3259.77,4242.21,1.001,0.9338407691089435,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,1.05,0.09,3692.81,9924.88
5,Beverton-Holt,alpha,1.1,Beverton-Holt,1.05,0.93,1.17,1.001,-4.545454545454549,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,1.05,0.09,3692.81,9924.88
5,Beverton-Holt,sigma,0.1,Beverton-Holt,0.09,0.07,0.11,1.001,-10.000000000000009,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,1.05,0.09,3692.81,9924.88
5,Ricker,K,10000,Beverton-Holt,11147.85,10402.27,12010.63,1.001,11.478500000000002,470.349711226014,1.1,0.1,4257.348911099839,10000,1.28,0.11,3844.39,11147.85
5,Ricker,Smsy,4257.348911099839,Beverton-Holt,3844.39,3479.59,4266.7,1.001,-9.699907612062637,470.349711226014,1.1,0.1,4257.348911099839,10000,1.28,0.11,3844.39,11147.85
5,Ricker,alpha,1.1,Beverton-Holt,1.28,1.16,1.41,1.002,16.363636363636356,470.349711226014,1.1,0.1,4257.348911099839,10000,1.28,0.11,3844.39,11147.85
5,Ricker,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1,9.999999999999995,470.349711226014,1.1,0.1,4257.348911099839,10000,1.28,0.11,3844.39,11147.85
5,Beverton-Holt,K,10000,Ricker,8963.6,8325.45,9808.32,1.001,-10.363999999999997,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,0.91,0.09,3937.48,8963.6
5,Beverton-Holt,Smsy,3658.6440898919936,Ricker,3937.48,3626.81,4344.66,1.001,7.6212909279251,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,0.91,0.09,3937.48,8963.6
5,Beverton-Holt,alpha,1.1,Ricker,0.91,0.84,0.98,1.002,-17.272727272727277,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,0.91,0.09,3937.48,8963.6
5,Beverton-Holt,sigma,0.1,Ricker,0.09,0.07,0.11,1.002,-10.000000000000009,1694.6758646490753,1.1,0.1,3658.6440898919936,10000,0.91,0.09,3937.48,8963.6
5,Ricker,K,10000,Ricker,10074.4,9647.82,10581.9,1,0.7439999999999963,470.349711226014,1.1,0.1,4257.348911099839,10000,1.09,0.09,4296.73,10074.4
5,Ricker,Smsy,4257.348911099839,Ricker,4296.73,4086.28,4543.12,1,0.9250143627524994,470.349711226014,1.1,0.1,4257.348911099839,10000,1.09,0.09,4296.73,10074.4
5,Ricker,alpha,1.1,Ricker,1.09,1.03,1.15,1.001,-0.9090909090909098,470.349711226014,1.1,0.1,4257.348911099839,10000,1.09,0.09,4296.73,10074.4
5,Ricker,sigma,0.1,Ricker,0.09,0.08,0.11,1.001,-10.000000000000009,470.349711226014,1.1,0.1,4257.348911099839,10000,1.09,0.09,4296.73,10074.4
6,Beverton-Holt,K,10000,Beverton-Holt,9783.01,8994.33,10753.6,1,-2.169899999999998,727.9211976700138,1.1,0.1,3658.6440898919936,10000,1.12,0.12,3557.78,9783.01
6,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3557.78,3174.15,4012.5,1.001,-2.7568707809173927,727.9211976700138,1.1,0.1,3658.6440898919936,10000,1.12,0.12,3557.78,9783.01
6,Beverton-Holt,alpha,1.1,Beverton-Holt,1.12,1.01,1.25,1.001,1.8181818181818197,727.9211976700138,1.1,0.1,3658.6440898919936,10000,1.12,0.12,3557.78,9783.01
6,Beverton-Holt,sigma,0.1,Beverton-Holt,0.12,0.1,0.14,1.002,19.99999999999999,727.9211976700138,1.1,0.1,3658.6440898919936,10000,1.12,0.12,3557.78,9783.01
6,Ricker,K,10000,Beverton-Holt,9846.19,8985.26,10868.6,1,-1.538099999999995,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.6,0.13,3049.27,9846.19
6,Ricker,Smsy,4257.348911099839,Beverton-Holt,3049.27,2545.92,3588.2,1.001,-28.376319073828157,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.6,0.13,3049.27,9846.19
6,Ricker,alpha,1.1,Beverton-Holt,1.6,1.35,1.93,1.001,45.45454545454545,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.6,0.13,3049.27,9846.19
6,Ricker,sigma,0.1,Beverton-Holt,0.13,0.1,0.18,1.001,30,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.6,0.13,3049.27,9846.19
6,Beverton-Holt,K,10000,Ricker,9357.49,8789.7,10078.36,1,-6.425100000000002,727.9211976700138,1.1,0.1,3658.6440898919936,10000,0.93,0.11,4093.59,9357.49
6,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4093.59,3824.57,4436.28,1.001,11.888172214117894,727.9211976700138,1.1,0.1,3658.6440898919936,10000,0.93,0.11,4093.59,9357.49
6,Beverton-Holt,alpha,1.1,Ricker,0.93,0.87,1,1.002,-15.454545454545457,727.9211976700138,1.1,0.1,3658.6440898919936,10000,0.93,0.11,4093.59,9357.49
6,Beverton-Holt,sigma,0.1,Ricker,0.11,0.09,0.14,1.001,9.999999999999995,727.9211976700138,1.1,0.1,3658.6440898919936,10000,0.93,0.11,4093.59,9357.49
6,Ricker,K,10000,Ricker,9813.92,9270.31,10455.8,1,-1.8607999999999993,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.14,0.11,4146.68,9813.92
6,Ricker,Smsy,4257.348911099839,Ricker,4146.68,3893.1,4451.85,1,-2.599479474451826,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.14,0.11,4146.68,9813.92
6,Ricker,alpha,1.1,Ricker,1.14,1.05,1.24,1.001,3.636363636363619,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.14,0.11,4146.68,9813.92
6,Ricker,sigma,0.1,Ricker,0.11,0.09,0.16,1.002,9.999999999999995,1522.6363878219565,1.1,0.1,4257.348911099839,10000,1.14,0.11,4146.68,9813.92
7,Beverton-Holt,K,10000,Beverton-Holt,10340.55,9128.74,12074.66,1.001,3.405499999999993,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,1.05,0.12,3841.13,10340.55
7,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3841.13,3258.46,4645.4,1.001,4.987801645209868,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,1.05,0.12,3841.13,10340.55
7,Beverton-Holt,alpha,1.1,Beverton-Holt,1.05,0.91,1.21,1.001,-4.545454545454549,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,1.05,0.12,3841.13,10340.55
7,Beverton-Holt,sigma,0.1,Beverton-Holt,0.12,0.1,0.16,1,19.99999999999999,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,1.05,0.12,3841.13,10340.55
7,Ricker,K,10000,Beverton-Holt,11233.25,10364.17,12337.4,1.001,12.3325,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.29,0.11,3862.36,11233.25
7,Ricker,Smsy,4257.348911099839,Beverton-Holt,3862.36,3422.46,4400.53,1.001,-9.277813948253486,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.29,0.11,3862.36,11233.25
7,Ricker,alpha,1.1,Beverton-Holt,1.29,1.15,1.44,1.001,17.272727272727266,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.29,0.11,3862.36,11233.25
7,Ricker,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.001,9.999999999999995,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.29,0.11,3862.36,11233.25
7,Beverton-Holt,K,10000,Ricker,9279.16,8404.52,10541.01,1,-7.208400000000001,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,0.93,0.12,4060.93,9279.16
7,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4060.93,3643.5,4661.22,1,10.995491778482394,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,0.93,0.12,4060.93,9279.16
7,Beverton-Holt,alpha,1.1,Ricker,0.93,0.84,1.02,1.001,-15.454545454545457,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,0.93,0.12,4060.93,9279.16
7,Beverton-Holt,sigma,0.1,Ricker,0.12,0.1,0.16,1.002,19.99999999999999,1261.2601766237635,1.1,0.1,3658.6440898919936,10000,0.93,0.12,4060.93,9279.16
7,Ricker,K,10000,Ricker,9855.44,9270.27,10543.91,1,-1.4455999999999949,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.1,0.1,4191.61,9855.44
7,Ricker,Smsy,4257.348911099839,Ricker,4191.61,3905.37,4528.93,1,-1.5441278709490673,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.1,0.1,4191.61,9855.44
7,Ricker,alpha,1.1,Ricker,1.1,1.03,1.18,1.001,0,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.1,0.1,4191.61,9855.44
7,Ricker,sigma,0.1,Ricker,0.1,0.09,0.13,1.001,0,1583.8039213833042,1.1,0.1,4257.348911099839,10000,1.1,0.1,4191.61,9855.44
8,Beverton-Holt,K,10000,Beverton-Holt,9590.21,8870,10495.51,1,-4.097900000000009,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,1.16,0.1,3437.24,9590.21
8,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3437.24,3030.75,3919.72,1.001,-6.051533968654762,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,1.16,0.1,3437.24,9590.21
8,Beverton-Holt,alpha,1.1,Beverton-Holt,1.16,1,1.34,1.001,5.454545454545439,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,1.16,0.1,3437.24,9590.21
8,Beverton-Holt,sigma,0.1,Beverton-Holt,0.1,0.08,0.13,1.001,0,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,1.16,0.1,3437.24,9590.21
8,Ricker,K,10000,Beverton-Holt,11114.25,10307.08,12164.74,1.001,11.1425,2164.339599619704,1.1,0.1,4257.348911099839,10000,1.27,0.1,3841.1,11114.25
8,Ricker,Smsy,4257.348911099839,Beverton-Holt,3841.1,3323.54,4445.05,1.001,-9.7771857508457245,2164.339599619704,1.1,0.1,4257.348911099839,10000,1.27,0.1,3841.1,11114.25
8,Ricker,alpha,1.1,Beverton-Holt,1.27,1.07,1.52,1.001,15.454545454545446,2164.339599619704,1.1,0.1,4257.348911099839,10000,1.27,0.1,3841.1,11114.25
8,Ricker,sigma,0.1,Beverton-Holt,0.1,0.08,0.13,1.001,0,2164.339599619704,1.1,0.1,4257.348911099839,10000,1.27,0.1,3841.1,11114.25
8,Beverton-Holt,K,10000,Ricker,8984.06,8445.92,9693.26,1.001,-10.159400000000005,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,0.95,0.1,3923.3,8984.06
8,Beverton-Holt,Smsy,3658.6440898919936,Ricker,3923.3,3650.54,4279.8,1.001,7.233715649991509,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,0.95,0.1,3923.3,8984.06
8,Beverton-Holt,alpha,1.1,Ricker,0.95,0.85,1.04,1.002,-13.636363636363647,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,0.95,0.1,3923.3,8984.06
8,Beverton-Holt,sigma,0.1,Ricker,0.1,0.08,0.13,1.001,0,1899.2474112224997,1.1,0.1,3658.6440898919936,10000,0.95,0.1,3923.3,8984.06
8,Ricker,K,10000,Ricker,10441,9794.44,11364.82,1.001,4.41,2164.339599619704,1.1,0.1,4257.348911099839,10000,0.99,0.1,4526.16,10441
8,Ricker,Smsy,4257.348911099839,Ricker,4526.16,4189.6,4997.2,1.001,6.314048825063685,2164.339599619704,1.1,0.1,4257.348911099839,10000,0.99,0.1,4526.16,10441
8,Ricker,alpha,1.1,Ricker,0.99,0.88,1.1,1.001,-10.000000000000009,2164.339599619704,1.1,0.1,4257.348911099839,10000,0.99,0.1,4526.16,10441
8,Ricker,sigma,0.1,Ricker,0.1,0.08,0.13,1,0,2164.339599619704,1.1,0.1,4257.348911099839,10000,0.99,0.1,4526.16,10441
9,Beverton-Holt,K,10000,Beverton-Holt,10080.1,9240.68,11135.53,1,0.8010000000000036,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,1.07,0.12,3724.86,10080.1
9,Beverton-Holt,Smsy,3658.6440898919936,Beverton-Holt,3724.86,3304.38,4254.93,1,1.8098483613354486,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,1.07,0.12,3724.86,10080.1
9,Beverton-Holt,alpha,1.1,Beverton-Holt,1.07,0.93,1.21,1,-2.7272727272727293,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,1.07,0.12,3724.86,10080.1
9,Beverton-Holt,sigma,0.1,Beverton-Holt,0.12,0.09,0.15,1.001,19.99999999999999,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,1.07,0.12,3724.86,10080.1
9,Ricker,K,10000,Beverton-Holt,10835,10073.49,11765.18,1.001,8.35,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.35,0.11,3652.44,10835
9,Ricker,Smsy,4257.348911099839,Beverton-Holt,3652.44,3234.27,4139.78,1.001,-14.208582000942164,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.35,0.11,3652.44,10835
9,Ricker,alpha,1.1,Beverton-Holt,1.35,1.19,1.54,1.001,22.727272727272727,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.35,0.11,3652.44,10835
9,Ricker,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.001,9.999999999999995,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.35,0.11,3652.44,10835
9,Beverton-Holt,K,10000,Ricker,9651.2,9049.06,10413.21,1,-3.487999999999993,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,0.89,0.11,4249.57,9651.2
9,Beverton-Holt,Smsy,3658.6440898919936,Ricker,4249.57,3958.56,4622.57,1,16.151500271387444,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,0.89,0.11,4249.57,9651.2
9,Beverton-Holt,alpha,1.1,Ricker,0.89,0.81,0.97,1.002,-19.090909090909097,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,0.89,0.11,4249.57,9651.2
9,Beverton-Holt,sigma,0.1,Ricker,0.11,0.09,0.14,1,9.999999999999995,1085.7513741440728,1.1,0.1,3658.6440898919936,10000,0.89,0.11,4249.57,9651.2
9,Ricker,K,10000,Ricker,10272.1,9789.95,10836.52,1,2.7210000000000036,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.06,0.09,4400.42,10272.1
9,Ricker,Smsy,4257.348911099839,Ricker,4400.42,4167.93,4677.21,1,3.3605676181988176,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.06,0.09,4400.42,10272.1
9,Ricker,alpha,1.1,Ricker,1.06,0.99,1.13,1.001,-3.6363636363636394,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.06,0.09,4400.42,10272.1
9,Ricker,sigma,0.1,Ricker,0.09,0.08,0.12,1.001,-10.000000000000009,2022.3980641133849,1.1,0.1,4257.348911099839,10000,1.06,0.09,4400.42,10272.1
