simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,b_cov,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
2,Ricker,K,8544,Beverton-Holt,9228.74,7170.67,12429,1.002,8.014279026217226,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,2.57,0.54,1989.55,9228.74
2,Ricker,Smsy,3357.359964016768,Beverton-Holt,1989.55,80.99,3719.92,1.002,-40.7406408212574,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,2.57,0.54,1989.55,9228.74
2,Ricker,alpha,1.5542408188201262,Beverton-Holt,2.57,1.49,9.24,1.001,65.35404094913481,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,2.57,0.54,1989.55,9228.74
2,Ricker,b_cov,-0.20166145417871084,Beverton-Holt,-0.13,-0.3,0.04,1,-35.53552386625409,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,2.57,0.54,1989.55,9228.74
2,Ricker,sigma,0.3699071603871906,Beverton-Holt,0.54,0.44,0.67,1,45.98257558322721,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,2.57,0.54,1989.55,9228.74
2,Ricker,K,8544,Ricker,9332.86,8137.91,10894.78,1,9.232911985018733,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,1.52,0.49,3676.39,9332.86
2,Ricker,Smsy,3357.359964016768,Ricker,3676.39,3197.63,4381.08,1.001,9.502407826462017,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,1.52,0.49,3676.39,9332.86
2,Ricker,alpha,1.5542408188201262,Ricker,1.52,1.23,1.84,1.001,-2.2030574931186977,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,1.52,0.49,3676.39,9332.86
2,Ricker,b_cov,-0.20166145417871084,Ricker,-0.17,-0.33,-0.01,1,-15.700300440486108,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,1.52,0.49,3676.39,9332.86
2,Ricker,sigma,0.3699071603871906,Ricker,0.49,0.41,0.61,1.001,32.46567043663208,1253.6410751968021,1.5542408188201262,0.3699071603871906,-0.20166145417871084,3357.359964016768,8544,1.52,0.49,3676.39,9332.86
