simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
2,Ricker,alpha,2.654113581970063,Ricker,2.72,2.3,3.12,1.001,2.4824264672588674,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.57,2654.35,8544.64
2,Ricker,sigma,0.5564320319053105,Ricker,0.57,0.44,0.79,1,2.438387317177007,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.57,2654.35,8544.64
3,Beverton-Holt,K,8141,Beverton-Holt,6839.66,5637.62,8716.73,1.004,-15.985014126028744,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.28,0.59,1099.2,6839.66
3,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,1099.2,53,2478.37,1.007,-35.5962592215877,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.28,0.59,1099.2,6839.66
3,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,3.28,1.6,9.61,1.005,23.58174956345921,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.28,0.59,1099.2,6839.66
3,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.59,0.48,0.73,1,6.032716696727081,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.28,0.59,1099.2,6839.66
3,Beverton-Holt,K,8141,Ricker,8331.99,7014.67,10172.91,1.001,2.3460262866969632,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.17,0.61,3492.34,8331.99
3,Beverton-Holt,Smsy,1706.7331597739187,Ricker,3492.34,2965.01,4332.76,1,104.62132466346472,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.17,0.61,3492.34,8331.99
3,Beverton-Holt,alpha,2.654113581970063,Ricker,1.17,0.86,1.48,1.002,-55.91748567400998,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.17,0.61,3492.34,8331.99
3,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.61,0.5,0.76,1,9.627046076277155,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.17,0.61,3492.34,8331.99
4,Ricker,K,8141,Beverton-Holt,5206.34,2662.51,10239.92,1.001,-36.047905662695,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,5.91,2.34,255.06,5206.34
4,Ricker,Smsy,2568.6767045605684,Beverton-Holt,255.06,33.37,1715.41,1,-90.07037360726818,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,5.91,2.34,255.06,5206.34
4,Ricker,alpha,2.654113581970063,Beverton-Holt,5.91,1.79,9.8,1,122.6732133902573,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,5.91,2.34,255.06,5206.34
4,Ricker,sigma,0.5564320319053105,Beverton-Holt,2.34,1.91,2.93,1.001,320.53653740735825,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,5.91,2.34,255.06,5206.34
4,Ricker,K,8141,Ricker,8325.42,7704,8927.39,1,2.2653236703107735,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.69,2590.56,8325.42
4,Ricker,Smsy,2568.6767045605684,Ricker,2590.56,2471.4,2724.33,1,0.8519287538435162,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.69,2590.56,8325.42
4,Ricker,alpha,2.654113581970063,Ricker,2.72,2.44,2.99,1,2.4824264672588674,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.69,2590.56,8325.42
4,Ricker,sigma,0.5564320319053105,Ricker,0.69,0.56,0.86,1.001,24.004363594477432,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.72,0.69,2590.56,8325.42
5,Ricker,K,8141,Beverton-Holt,7606.03,5785.27,10030.14,1,-6.571305736396024,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.94,0.84,230.95,7606.03
5,Ricker,Smsy,2568.6767045605684,Beverton-Holt,230.95,52.48,1305.27,1,-91.00898919704615,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.94,0.84,230.95,7606.03
5,Ricker,alpha,2.654113581970063,Beverton-Holt,6.94,3.24,9.84,1.001,161.48089694219723,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.94,0.84,230.95,7606.03
5,Ricker,sigma,0.5564320319053105,Beverton-Holt,0.84,0.68,1.08,1.001,50.96183394110297,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.94,0.84,230.95,7606.03
5,Ricker,K,8141,Ricker,7823.82,7139.48,8589.12,1,-3.8960815624616174,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.32,0.61,2642.62,7823.82
5,Ricker,Smsy,2568.6767045605684,Ricker,2642.62,2398.78,2944.29,1,2.8786532500625146,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.32,0.61,2642.62,7823.82
5,Ricker,alpha,2.654113581970063,Ricker,2.32,1.97,2.68,1,-12.588518601455684,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.32,0.61,2642.62,7823.82
5,Ricker,sigma,0.5564320319053105,Ricker,0.61,0.49,0.79,1,9.627046076277155,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.32,0.61,2642.62,7823.82
6,Ricker,K,8141,Beverton-Holt,5858.58,3568.42,9688.6,1,-28.036113499570078,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.55,1.58,212.5,5858.58
6,Ricker,Smsy,2568.6767045605684,Beverton-Holt,212.5,38.02,1384.57,1.001,-91.72725786695086,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.55,1.58,212.5,5858.58
6,Ricker,alpha,2.654113581970063,Beverton-Holt,6.55,2.63,9.8,1.001,146.78672550020056,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.55,1.58,212.5,5858.58
6,Ricker,sigma,0.5564320319053105,Beverton-Holt,1.58,1.28,2.03,1.001,183.9520209844556,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.55,1.58,212.5,5858.58
6,Ricker,K,8141,Ricker,7874.92,7361.5,8395.64,1,-3.268394546124554,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.76,0.57,2427.4,7874.92
6,Ricker,Smsy,2568.6767045605684,Ricker,2427.4,2297.86,2574.21,1,-5.499979982289634,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.76,0.57,2427.4,7874.92
6,Ricker,alpha,2.654113581970063,Ricker,2.76,2.48,3.04,1.002,3.989520974130306,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.76,0.57,2427.4,7874.92
6,Ricker,sigma,0.5564320319053105,Ricker,0.57,0.46,0.73,1.001,2.438387317177007,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.76,0.57,2427.4,7874.92
7,Beverton-Holt,K,8141,Beverton-Holt,7781.98,6323.05,10598.57,1.003,-4.41002333865619,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.91,0.62,938.08,7781.98
7,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,938.08,58.14,3680.1,1.006,-45.0365164215675,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.91,0.62,938.08,7781.98
7,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,3.91,1.09,9.7,1.006,47.31848804668462,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.91,0.62,938.08,7781.98
7,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.62,0.5,0.78,1.001,11.424210766052191,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,3.91,0.62,938.08,7781.98
7,Beverton-Holt,K,8141,Ricker,10864.2,7993.12,23635.95,1.005,33.45043606436556,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,0.79,0.66,4836.7,10864.2
7,Beverton-Holt,Smsy,1706.7331597739187,Ricker,4836.7,3568.94,11001.65,1.006,183.38934954780456,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,0.79,0.66,4836.7,10864.2
7,Beverton-Holt,alpha,2.654113581970063,Ricker,0.79,0.4,1.16,1.005,-70.23488348928878,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,0.79,0.66,4836.7,10864.2
7,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.66,0.54,0.83,1.003,18.61286952515234,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,0.79,0.66,4836.7,10864.2
8,Ricker,K,8141,Beverton-Holt,7076.38,4489.11,11447.69,1,-13.077263235474756,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.54,1.42,264.69,7076.38
8,Ricker,Smsy,2568.6767045605684,Beverton-Holt,264.69,47.17,1645.82,1,-89.695472399074,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.54,1.42,264.69,7076.38
8,Ricker,alpha,2.654113581970063,Beverton-Holt,6.54,2.63,9.82,1,146.4099518734827,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.54,1.42,264.69,7076.38
8,Ricker,sigma,0.5564320319053105,Beverton-Holt,1.42,1.15,1.83,1,155.197385948055,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.54,1.42,264.69,7076.38
8,Ricker,K,8141,Ricker,8658.21,7945.71,9385.18,1,6.35315071858493,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.69,0.67,2709.5,8658.21
8,Ricker,Smsy,2568.6767045605684,Ricker,2709.5,2519.84,2930.29,1,5.4823285152781684,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.69,0.67,2709.5,8658.21
8,Ricker,alpha,2.654113581970063,Ricker,2.69,2.32,3.05,1.001,1.3521055871052678,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.69,0.67,2709.5,8658.21
8,Ricker,sigma,0.5564320319053105,Ricker,0.67,0.54,0.86,1.001,20.410034214927375,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.69,0.67,2709.5,8658.21
9,Ricker,K,8141,Beverton-Holt,8798.48,6912.89,11276.67,1.001,8.07615772018179,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.77,0.78,288.03,8798.48
9,Ricker,Smsy,2568.6767045605684,Beverton-Holt,288.03,62.57,1644.11,1,-88.78683333373111,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.77,0.78,288.03,8798.48
9,Ricker,alpha,2.654113581970063,Beverton-Holt,6.77,3.05,9.82,1.001,155.07574528799356,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.77,0.78,288.03,8798.48
9,Ricker,sigma,0.5564320319053105,Beverton-Holt,0.78,0.63,0.99,1.001,40.17884580245276,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.77,0.78,288.03,8798.48
9,Ricker,K,8141,Ricker,8353.33,7781.55,8972.04,1.002,2.6081562461614043,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.38,0.51,2788.15,8353.33
9,Ricker,Smsy,2568.6767045605684,Ricker,2788.15,2561.7,3064.79,1.001,8.544216368286708,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.38,0.51,2788.15,8353.33
9,Ricker,alpha,2.654113581970063,Ricker,2.38,2.05,2.7,1,-10.327876841148502,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.38,0.51,2788.15,8353.33
9,Ricker,sigma,0.5564320319053105,Ricker,0.51,0.41,0.64,1.001,-8.344600821473195,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.38,0.51,2788.15,8353.33
10,Beverton-Holt,K,8141,Beverton-Holt,7787.7,6472.44,9600.4,1.004,-4.339761700036853,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.07,0.52,562.67,7787.7
10,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,562.67,58.34,2613.77,1.008,-67.03233913410732,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.07,0.52,562.67,7787.7
10,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,5.07,1.79,9.73,1.006,91.02422874595678,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.07,0.52,562.67,7787.7
10,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.52,0.42,0.67,1.003,-6.5474361316981575,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.07,0.52,562.67,7787.7
10,Beverton-Holt,K,8141,Ricker,9375.88,7651.89,12476.72,1.001,15.168652499692902,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.13,0.58,3952.86,9375.88
10,Beverton-Holt,Smsy,1706.7331597739187,Ricker,3952.86,3234.43,5417.79,1.001,131.60386715188758,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.13,0.58,3952.86,9375.88
10,Beverton-Holt,alpha,2.654113581970063,Ricker,1.13,0.76,1.5,1.002,-57.424580180881435,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.13,0.58,3952.86,9375.88
10,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.58,0.47,0.76,1.001,4.235552006952044,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.13,0.58,3952.86,9375.88
11,Beverton-Holt,K,8141,Beverton-Holt,10212.6,7922.82,15645.76,1.002,25.44650534332392,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.89,0.5,2845,10212.6
11,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,2845,110.12,5767.94,1.006,66.69272426726982,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.89,0.5,2845,10212.6
11,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,1.89,0.96,8.74,1.006,-28.789784550323812,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.89,0.5,2845,10212.6
11,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.5,0.4,0.64,1.003,-10.14176551124823,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.89,0.5,2845,10212.6
11,Beverton-Holt,K,8141,Ricker,11502.95,9051.43,18003.92,1.001,41.29652376857881,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.05,0.52,4914.81,11502.95
11,Beverton-Holt,Smsy,1706.7331597739187,Ricker,4914.81,3803.76,8028.27,1.001,187.9659290530828,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.05,0.52,4914.81,11502.95
11,Beverton-Holt,alpha,2.654113581970063,Ricker,1.05,0.7,1.41,1.003,-60.43876919462433,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.05,0.52,4914.81,11502.95
11,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.52,0.42,0.66,1.002,-6.5474361316981575,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.05,0.52,4914.81,11502.95
12,Beverton-Holt,K,8141,Beverton-Holt,6521.49,5111.56,8572.97,1.001,-19.89325635671294,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.46,0.61,624.2,6521.49
12,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,624.2,50.03,2156.15,1.002,-63.427206155490396,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.46,0.61,624.2,6521.49
12,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,4.46,1.86,9.65,1.001,68.0410375161671,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.46,0.61,624.2,6521.49
12,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.61,0.47,0.82,1.001,9.627046076277155,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.46,0.61,624.2,6521.49
12,Beverton-Holt,K,8141,Ricker,6952.03,5945.72,8433.14,1.001,-14.604716865249973,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.61,0.6,2689.64,6952.03
12,Beverton-Holt,Smsy,1706.7331597739187,Ricker,2689.64,2284.58,3389.68,1.001,57.589953918530604,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.61,0.6,2689.64,6952.03
12,Beverton-Holt,alpha,2.654113581970063,Ricker,1.61,1.15,2.07,1.001,-39.339446098423984,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.61,0.6,2689.64,6952.03
12,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.6,0.46,0.82,1.001,7.829881386502118,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.61,0.6,2689.64,6952.03
13,Ricker,K,8141,Beverton-Holt,6980.35,4767.53,10121.05,1,-14.256848053064731,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.43,1.3,269.48,6980.35
13,Ricker,Smsy,2568.6767045605684,Beverton-Holt,269.48,49.33,1513.32,1,-89.50899505875728,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.43,1.3,269.48,6980.35
13,Ricker,alpha,2.654113581970063,Beverton-Holt,6.43,2.76,9.79,1,142.2654419795862,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.43,1.3,269.48,6980.35
13,Ricker,sigma,0.5564320319053105,Beverton-Holt,1.3,1.07,1.62,1.002,133.6314096707546,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.43,1.3,269.48,6980.35
13,Ricker,K,8141,Ricker,8271.71,7729.34,8815.76,1.001,1.6055767104778176,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.71,0.61,2574.6,8271.71
13,Ricker,Smsy,2568.6767045605684,Ricker,2574.6,2416.93,2756.33,1,0.2305971564625074,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.71,0.61,2574.6,8271.71
13,Ricker,alpha,2.654113581970063,Ricker,2.71,2.42,3.01,1.001,2.1056528405409956,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.71,0.61,2574.6,8271.71
13,Ricker,sigma,0.5564320319053105,Ricker,0.61,0.5,0.77,1.001,9.627046076277155,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.71,0.61,2574.6,8271.71
14,Beverton-Holt,K,8141,Beverton-Holt,8051.39,6355.67,10245.14,1.001,-1.1007247266920486,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,6.58,0.65,287.62,8051.39
14,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,287.62,56.66,1760.87,1,-83.14792219551768,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,6.58,0.65,287.62,8051.39
14,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,6.58,2.78,9.81,1,147.91704638035415,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,6.58,0.65,287.62,8051.39
14,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.65,0.51,0.87,1,16.815704835377304,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,6.58,0.65,287.62,8051.39
14,Beverton-Holt,K,8141,Ricker,8281.72,6898.1,10657.83,1.001,1.7285345780616552,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.71,0.75,3143.09,8281.72
14,Beverton-Holt,Smsy,1706.7331597739187,Ricker,3143.09,2579.78,4260.83,1.001,84.15825473364258,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.71,0.75,3143.09,8281.72
14,Beverton-Holt,alpha,2.654113581970063,Ricker,1.71,1.16,2.23,1.002,-35.57170983124535,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.71,0.75,3143.09,8281.72
14,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.75,0.59,1,1.001,34.78735173312765,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1.71,0.75,3143.09,8281.72
15,Ricker,K,8141,Beverton-Holt,7506.82,5356.6,10644.83,1,-7.789952094337308,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.83,1.01,234.75,7506.82
15,Ricker,Smsy,2568.6767045605684,Beverton-Holt,234.75,51.16,1423.9,1,-90.86105310243161,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.83,1.01,234.75,7506.82
15,Ricker,alpha,2.654113581970063,Beverton-Holt,6.83,3,9.85,1,157.33638704830074,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.83,1.01,234.75,7506.82
15,Ricker,sigma,0.5564320319053105,Beverton-Holt,1.01,0.81,1.31,1.001,81.51363366727857,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.83,1.01,234.75,7506.82
15,Ricker,K,8141,Ricker,7948.62,7379.65,8542.78,1.001,-2.3631003562215955,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.55,0.54,2563.04,7948.62
15,Ricker,Smsy,2568.6767045605684,Ricker,2563.04,2376.3,2779.86,1,-0.219440015575363,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.55,0.54,2563.04,7948.62
15,Ricker,alpha,2.654113581970063,Ricker,2.55,2.21,2.88,1.001,-3.922725186944825,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.55,0.54,2563.04,7948.62
15,Ricker,sigma,0.5564320319053105,Ricker,0.54,0.43,0.71,1,-2.953106752148084,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.55,0.54,2563.04,7948.62
16,Ricker,K,8141,Beverton-Holt,7735.7,5616.61,10645.45,1,-4.978503869303527,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.68,1.13,267.25,7735.7
16,Ricker,Smsy,2568.6767045605684,Beverton-Holt,267.25,53.54,1587.77,1.001,-89.59581018796527,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.68,1.13,267.25,7735.7
16,Ricker,alpha,2.654113581970063,Beverton-Holt,6.68,2.81,9.83,1.001,151.68478264753278,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.68,1.13,267.25,7735.7
16,Ricker,sigma,0.5564320319053105,Beverton-Holt,1.13,0.93,1.41,1,103.07960994457898,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,6.68,1.13,267.25,7735.7
16,Ricker,K,8141,Ricker,8064.12,7583.83,8560.81,1.001,-0.9443557302542699,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.52,0.52,2612.85,8064.12
16,Ricker,Smsy,2568.6767045605684,Ricker,2612.85,2458.87,2786.42,1.001,1.7196907404113504,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.52,0.52,2612.85,8064.12
16,Ricker,alpha,2.654113581970063,Ricker,2.52,2.25,2.79,1.002,-5.053046067098408,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.52,0.52,2612.85,8064.12
16,Ricker,sigma,0.5564320319053105,Ricker,0.52,0.43,0.65,1.001,-6.5474361316981575,2.654113581970063,0.5564320319053105,2568.6767045605684,8141,2.52,0.52,2612.85,8064.12
17,Beverton-Holt,K,8141,Beverton-Holt,7972.91,6451.63,13001.1,1.058,-2.0647340621545283,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.58,0.54,711.47,7972.91
17,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,711.47,60.11,5156.08,1.066,-58.313928810392106,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.58,0.54,711.47,7972.91
17,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,4.58,0.87,9.71,1.063,72.56232103678147,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.58,0.54,711.47,7972.91
17,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.54,0.43,0.72,1.008,-2.953106752148084,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,4.58,0.54,711.47,7972.91
17,Beverton-Holt,K,8141,Ricker,9496.97,7629.9,12660.04,1.001,16.656061908856397,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1,0.54,4089.43,9496.97
17,Beverton-Holt,Smsy,1706.7331597739187,Ricker,4089.43,3298.31,5579.16,1.001,139.6057038313888,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1,0.54,4089.43,9496.97
17,Beverton-Holt,alpha,2.654113581970063,Ricker,1,0.67,1.35,1.003,-62.32263732821366,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1,0.54,4089.43,9496.97
17,Beverton-Holt,sigma,0.5564320319053105,Ricker,0.54,0.43,0.71,1.001,-2.953106752148084,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,1,0.54,4089.43,9496.97
18,Beverton-Holt,K,8141,Beverton-Holt,8432.1,6748.53,10721.64,1.002,3.575727797567871,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.67,0.63,462.15,8432.1
18,Beverton-Holt,Smsy,1706.7331597739187,Beverton-Holt,462.15,62.24,2880.1,1.003,-72.92195341999341,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.67,0.63,462.15,8432.1
18,Beverton-Holt,alpha,2.654113581970063,Beverton-Holt,5.67,1.68,9.78,1.002,113.63064634902858,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.67,0.63,462.15,8432.1
18,Beverton-Holt,sigma,0.5564320319053105,Beverton-Holt,0.63,0.5,0.81,1.002,13.221375455827229,2.654113581970063,0.5564320319053105,1706.7331597739187,8141,5.67,0.63,462.15,8432.1
