simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
4,Beverton-Holt,Smsy,724.2648536151773,Ricker,3702,3469.68,4006.37,1.002,411.1389820341853,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702,9621.53
4,Beverton-Holt,alpha,5.1,Ricker,1.67,1.5,1.83,1.003,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702,9621.53
4,Beverton-Holt,sigma,0.1,Ricker,0.19,0.15,0.24,1.001,90,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702,9621.53
4,Ricker,K,10000,Ricker,9946.42,9844.39,10052,1,-0.5357999999999993,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.42
4,Ricker,Smsy,1928.814402774944,Ricker,1926.51,1921.39,1931.69,1.001,-0.11947249935653438,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.42
4,Ricker,alpha,5.1,Ricker,5.08,5.02,5.14,1.001,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.42
4,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1.001,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.42
5,Beverton-Holt,K,10000,Beverton-Holt,10046,9686.18,10432.9,1.002,0.46,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,341.02,10046
5,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,341.02,74.22,1346.05,1.004,-52.91501468036254,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,341.02,10046
5,Beverton-Holt,alpha,5.1,Beverton-Holt,6.69,3.77,9.79,1.004,31.17647058823531,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,341.02,10046
5,Beverton-Holt,sigma,0.1,Beverton-Holt,0.11,0.09,0.15,1.003,9.999999999999995,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,341.02,10046
5,Ricker,K,10000,Beverton-Holt,15485.1,1102.47,189907.45,1.013,54.851,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.88,16.05,1122.85,15485.1
5,Ricker,Smsy,1928.814402774944,Beverton-Holt,1122.85,38.52,28838.38,1.013,-41.78548239869116,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.88,16.05,1122.85,15485.1
5,Ricker,alpha,5.1,Beverton-Holt,4.88,0.29,9.62,1.006,-4.313725490196074,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.88,16.05,1122.85,15485.1
5,Ricker,sigma,0.1,Beverton-Holt,16.05,12.44,21.9,1.007,15950,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.88,16.05,1122.85,15485.1
5,Beverton-Holt,K,10000,Ricker,9626.49,9174.36,10171.1,1.001,-3.7351000000000023,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3704.29,9626.49
5,Beverton-Holt,Smsy,724.2648536151773,Ricker,3704.29,3468.49,3985.35,1.001,411.4551647108083,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3704.29,9626.49
5,Beverton-Holt,alpha,5.1,Ricker,1.67,1.51,1.83,1.002,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3704.29,9626.49
5,Beverton-Holt,sigma,0.1,Ricker,0.18,0.15,0.24,1.002,79.99999999999999,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3704.29,9626.49
5,Ricker,K,10000,Ricker,9946.94,9843.27,10048.8,1.001,-0.5305999999999949,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.52,9946.94
5,Ricker,Smsy,1928.814402774944,Ricker,1926.52,1921.34,1931.66,1,-0.11895404615618477,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.52,9946.94
5,Ricker,alpha,5.1,Ricker,5.08,5.01,5.14,1.001,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.52,9946.94
5,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.52,9946.94
6,Beverton-Holt,K,10000,Beverton-Holt,10035.9,9663.28,10411.41,1.002,0.3589999999999964,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.73,0.11,334.29,10035.9
6,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,334.29,71.79,1302.64,1.004,-53.84423276493576,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.73,0.11,334.29,10035.9
6,Beverton-Holt,alpha,5.1,Beverton-Holt,6.73,3.82,9.85,1.004,31.960784313725508,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.73,0.11,334.29,10035.9
6,Beverton-Holt,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.001,9.999999999999995,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.73,0.11,334.29,10035.9
6,Ricker,K,10000,Beverton-Holt,15588.3,1290.69,177812.52,1.004,55.88299999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.07,16,1097.28,15588.3
6,Ricker,Smsy,1928.814402774944,Beverton-Holt,1097.28,38.47,26032.81,1.004,-43.11116723198631,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.07,16,1097.28,15588.3
6,Ricker,alpha,5.1,Beverton-Holt,5.07,0.26,9.76,1.008,-0.5882352941176345,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.07,16,1097.28,15588.3
6,Ricker,sigma,0.1,Beverton-Holt,16,12.08,22.61,1.015,15900,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.07,16,1097.28,15588.3
6,Beverton-Holt,K,10000,Ricker,9627.65,9166.68,10182.12,1,-3.7235000000000036,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3704,9627.65
6,Beverton-Holt,Smsy,724.2648536151773,Ricker,3704,3467.87,3997.36,1,411.4151241098386,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3704,9627.65
6,Beverton-Holt,alpha,5.1,Ricker,1.67,1.5,1.83,1.001,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3704,9627.65
6,Beverton-Holt,sigma,0.1,Ricker,0.19,0.15,0.24,1.001,90,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3704,9627.65
6,Ricker,K,10000,Ricker,9947.52,9845.73,10050.3,1,-0.5247999999999956,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.49,9947.52
6,Ricker,Smsy,1928.814402774944,Ricker,1926.49,1921.59,1931.64,1,-0.1205094057572336,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.49,9947.52
6,Ricker,alpha,5.1,Ricker,5.08,5.02,5.14,1,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.49,9947.52
6,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.49,9947.52
7,Beverton-Holt,K,10000,Beverton-Holt,10047.4,9686.86,10445.4,1.001,0.47399999999999637,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.64,0.11,348.54,10047.4
7,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,348.54,73.46,1429.05,1.003,-51.87672047590628,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.64,0.11,348.54,10047.4
7,Beverton-Holt,alpha,5.1,Beverton-Holt,6.64,3.63,9.81,1.004,30.196078431372552,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.64,0.11,348.54,10047.4
7,Beverton-Holt,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.001,9.999999999999995,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.64,0.11,348.54,10047.4
7,Ricker,K,10000,Beverton-Holt,15783.05,1252.77,211098.87,1.007,57.83049999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.91,16.15,1128.22,15783.05
7,Ricker,Smsy,1928.814402774944,Beverton-Holt,1128.22,39.84,34809.05,1.007,-41.50707303010316,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.91,16.15,1128.22,15783.05
7,Ricker,alpha,5.1,Beverton-Holt,4.91,0.24,9.69,1.006,-3.7254901960784217,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.91,16.15,1128.22,15783.05
7,Ricker,sigma,0.1,Beverton-Holt,16.15,12.06,22.41,1.012,16049.999999999996,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.91,16.15,1128.22,15783.05
7,Beverton-Holt,K,10000,Ricker,9627.37,9176.59,10191.93,1.001,-3.726299999999992,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702.92,9627.37
7,Beverton-Holt,Smsy,724.2648536151773,Ricker,3702.92,3467.33,3994.19,1.002,411.2660073889858,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702.92,9627.37
7,Beverton-Holt,alpha,5.1,Ricker,1.67,1.5,1.83,1.003,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702.92,9627.37
7,Beverton-Holt,sigma,0.1,Ricker,0.19,0.15,0.24,1.002,90,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3702.92,9627.37
7,Ricker,K,10000,Ricker,9946.7,9841.3,10048.8,1,-0.5329999999999927,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.7
7,Ricker,Smsy,1928.814402774944,Ricker,1926.51,1921.45,1931.59,1,-0.11947249935653438,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.7
7,Ricker,alpha,5.1,Ricker,5.08,5.02,5.14,1,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.7
7,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.51,9946.7
8,Beverton-Holt,K,10000,Beverton-Holt,10049.25,9674.95,10446,1.003,0.4925,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.67,0.11,345.41,10049.25
8,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,345.41,72.08,1382.81,1.003,-52.30888282430363,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.67,0.11,345.41,10049.25
8,Beverton-Holt,alpha,5.1,Beverton-Holt,6.67,3.71,9.86,1.003,30.784313725490204,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.67,0.11,345.41,10049.25
8,Beverton-Holt,sigma,0.1,Beverton-Holt,0.11,0.09,0.14,1.002,9.999999999999995,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.67,0.11,345.41,10049.25
8,Ricker,K,10000,Beverton-Holt,14979,1101.29,198594.82,1.008,49.79,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.97,16.1,1060.74,14979
8,Ricker,Smsy,1928.814402774944,Beverton-Holt,1060.74,43.15,30125.77,1.004,-45.0055952260655,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.97,16.1,1060.74,14979
8,Ricker,alpha,5.1,Beverton-Holt,4.97,0.27,9.71,1.003,-2.5490196078431353,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.97,16.1,1060.74,14979
8,Ricker,sigma,0.1,Beverton-Holt,16.1,12.39,21.84,1.005,16000,17.884133894980142,5.1,0.1,1928.814402774944,10000,4.97,16.1,1060.74,14979
8,Beverton-Holt,K,10000,Ricker,9625.92,9171.71,10166.84,1.001,-3.7407999999999992,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3701.67,9625.92
8,Beverton-Holt,Smsy,724.2648536151773,Ricker,3701.67,3467.32,3990.25,1.001,411.0934185917025,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3701.67,9625.92
8,Beverton-Holt,alpha,5.1,Ricker,1.67,1.5,1.83,1.001,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3701.67,9625.92
8,Beverton-Holt,sigma,0.1,Ricker,0.18,0.15,0.24,1.001,79.99999999999999,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.18,3701.67,9625.92
8,Ricker,K,10000,Ricker,9946.3,9841.82,10048.2,1,-0.5370000000000072,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.53,9946.3
8,Ricker,Smsy,1928.814402774944,Ricker,1926.53,1921.47,1931.72,1.001,-0.11843559295583517,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.53,9946.3
8,Ricker,alpha,5.1,Ricker,5.08,5.01,5.14,1,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.53,9946.3
8,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1.001,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.53,9946.3
9,Beverton-Holt,K,10000,Beverton-Holt,10039.3,9669.47,10466.71,1.004,0.39299999999999274,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,339.91,10039.3
9,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,339.91,73.53,1378.87,1.005,-53.0682735323501,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,339.91,10039.3
9,Beverton-Holt,alpha,5.1,Beverton-Holt,6.69,3.73,9.82,1.005,31.17647058823531,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,339.91,10039.3
9,Beverton-Holt,sigma,0.1,Beverton-Holt,0.11,0.09,0.15,1.003,9.999999999999995,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.69,0.11,339.91,10039.3
9,Ricker,K,10000,Beverton-Holt,15670.7,1140.88,165160.85,1.014,56.707000000000015,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.15,16.11,1041.07,15670.7
9,Ricker,Smsy,1928.814402774944,Beverton-Holt,1041.07,40.02,22391.55,1.016,-46.02539267115411,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.15,16.11,1041.07,15670.7
9,Ricker,alpha,5.1,Beverton-Holt,5.15,0.27,9.75,1.016,0.980392156862759,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.15,16.11,1041.07,15670.7
9,Ricker,sigma,0.1,Beverton-Holt,16.11,12.37,22.4,1.011,16009.999999999996,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.15,16.11,1041.07,15670.7
9,Beverton-Holt,K,10000,Ricker,9627,9168.76,10182.8,1.001,-3.73,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3700.64,9627
9,Beverton-Holt,Smsy,724.2648536151773,Ricker,3700.64,3463.24,3991.93,1.002,410.95120542274105,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3700.64,9627
9,Beverton-Holt,alpha,5.1,Ricker,1.67,1.5,1.83,1.001,-67.25490196078432,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3700.64,9627
9,Beverton-Holt,sigma,0.1,Ricker,0.19,0.15,0.24,1,90,1566.7326309837813,5.1,0.1,724.2648536151773,10000,1.67,0.19,3700.64,9627
9,Ricker,K,10000,Ricker,9945.93,9843.98,10046.4,1,-0.5406999999999971,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.54,9945.93
9,Ricker,Smsy,1928.814402774944,Ricker,1926.54,1921.51,1931.68,1,-0.11791713975548555,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.54,9945.93
9,Ricker,alpha,5.1,Ricker,5.08,5.02,5.14,1,-0.3921568627450897,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.54,9945.93
9,Ricker,sigma,0.1,Ricker,0.12,0.09,0.16,1.001,19.99999999999999,17.884133894980142,5.1,0.1,1928.814402774944,10000,5.08,0.12,1926.54,9945.93
10,Beverton-Holt,K,10000,Beverton-Holt,10042.55,9676.23,10416.5,1.001,0.4254999999999927,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.65,0.11,348.77,10042.55
10,Beverton-Holt,Smsy,724.2648536151773,Beverton-Holt,348.77,72.93,1338.92,1.003,-51.844964137206155,1566.7326309837813,5.1,0.1,724.2648536151773,10000,6.65,0.11,348.77,10042.55
