simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,b_cov,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
5,Ricker,alpha,0.8920427982589443,Beverton-Holt,4.64,1.05,9.69,1,420.15441513077377,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,4.64,1.32,359.86,4114.15
5,Ricker,b_cov,0.8461401920214873,Beverton-Holt,1.4,0.85,1.9,1,65.45721538830384,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,4.64,1.32,359.86,4114.15
5,Ricker,sigma,0.6930205296196383,Beverton-Holt,1.32,1.03,1.8,1,90.4705479251065,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,4.64,1.32,359.86,4114.15
5,Ricker,K,8843,Ricker,9412.37,6103.25,12482.4,1,6.43865204116251,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,0.87,0.75,4153.86,9412.37
5,Ricker,Smsy,3895.2003477766384,Ricker,4153.86,2835.55,5264.55,1,6.640471070275062,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,0.87,0.75,4153.86,9412.37
5,Ricker,alpha,0.8920427982589443,Ricker,0.87,0.52,1.21,1,-2.4710471629799144,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,0.87,0.75,4153.86,9412.37
5,Ricker,b_cov,0.8461401920214873,Ricker,1.01,0.68,1.32,1,19.365562530133495,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,0.87,0.75,4153.86,9412.37
5,Ricker,sigma,0.6930205296196383,Ricker,0.75,0.58,1.01,1.001,8.221902230174138,205.35839486907562,0.8920427982589443,0.6930205296196383,0.8461401920214873,3895.2003477766384,8843,0.87,0.75,4153.86,9412.37
6,Beverton-Holt,K,8142,Beverton-Holt,9532.01,897.29,37086.6,1.002,17.07209530827807,6.240231806366679,1.4581599758167985,1.7556353030984457,-3.2682845978352004,2649.3795259123253,8142,0.66,1.72,3721.68,9532.01
6,Beverton-Holt,Smsy,2649.3795259123253,Beverton-Holt,3721.68,441.81,14758.33,1.002,40.4736453799847,6.240231806366679,1.4581599758167985,1.7556353030984457,-3.2682845978352004,2649.3795259123253,8142,0.66,1.72,3721.68,9532.01
6,Beverton-Holt,alpha,1.4581599758167985,Beverton-Holt,0.66,0.04,2.01,1.001,-54.73747661807159,6.240231806366679,1.4581599758167985,1.7556353030984457,-3.2682845978352004,2649.3795259123253,8142,0.66,1.72,3721.68,9532.01
