simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
5,Beverton-Holt,sigma,1.2700714421133343,Ricker,1.2,0.93,1.63,1.005,-5.517126028496402,0.8372675029660324,1.2700714421133343,3495.399552560644,8808,0.28,1.2,3708.51,7769.81
6,Beverton-Holt,K,8788,Beverton-Holt,6437.02,4130.67,11838.14,1.005,-26.75216203914428,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,4.56,1.3,586.45,6437.02
6,Beverton-Holt,Smsy,3012.3874729107165,Beverton-Holt,586.45,46.26,3969.37,1.005,-80.53205288915429,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,4.56,1.3,586.45,6437.02
6,Beverton-Holt,alpha,1.3018227427033846,Beverton-Holt,4.56,0.7,9.7,1,250.27810241896952,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,4.56,1.3,586.45,6437.02
6,Beverton-Holt,sigma,1.2848582330238243,Beverton-Holt,1.3,1.06,1.67,1,1.178477639555662,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,4.56,1.3,586.45,6437.02
6,Beverton-Holt,K,8788,Ricker,11901.1,4142.11,29132.42,NA,35.424442421483846,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,0.62,1.39,5385,11901.1
6,Beverton-Holt,Smsy,3012.3874729107165,Ricker,5385,2019.9,13264.87,1.012,78.7618640837312,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,0.62,1.39,5385,11901.1
6,Beverton-Holt,alpha,1.3018227427033846,Ricker,0.62,0.14,1.17,1.004,-52.37446853075414,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,0.62,1.39,5385,11901.1
6,Beverton-Holt,sigma,1.2848582330238243,Ricker,1.39,1.13,1.77,1.007,8.183141476140273,1.3018227427033846,1.2848582330238243,3012.3874729107165,8788,0.62,1.39,5385,11901.1
7,Beverton-Holt,K,8302,Beverton-Holt,7936.94,5528.01,13516.2,1.005,-4.397253673813545,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.53,0.71,2496.84,7936.94
7,Beverton-Holt,Smsy,2983.99071191394,Beverton-Holt,2496.84,235.71,5088.6,1.009,-16.325476817636602,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.53,0.71,2496.84,7936.94
7,Beverton-Holt,alpha,1.1556749392988814,Beverton-Holt,1.53,0.78,6.51,1.016,32.39016854758589,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.53,0.71,2496.84,7936.94
7,Beverton-Holt,sigma,0.80495083855411,Beverton-Holt,0.71,0.57,0.91,1.004,-11.795855598419541,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.53,0.71,2496.84,7936.94
7,Beverton-Holt,K,8302,Ricker,8724.04,6698.8,13151.42,NA,5.083594314622993,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.03,0.7,3747.7,8724.04
7,Beverton-Holt,Smsy,2983.99071191394,Ricker,3747.7,2879.53,5782.28,1.001,25.593554465061146,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.03,0.7,3747.7,8724.04
7,Beverton-Holt,alpha,1.1556749392988814,Ricker,1.03,0.65,1.42,1.005,-10.874592415677473,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.03,0.7,3747.7,8724.04
7,Beverton-Holt,sigma,0.80495083855411,Ricker,0.7,0.57,0.9,1.001,-13.038167491399548,1.1556749392988814,0.80495083855411,2983.99071191394,8302,1.03,0.7,3747.7,8724.04
8,Beverton-Holt,K,8302,Beverton-Holt,7154.83,4386.83,13747.65,1.008,-13.817995663695495,2.111932060733769,0.9362513822004593,2142.589341515727,8302,3.26,1.2,1124.78,7154.83
8,Beverton-Holt,Smsy,2142.589341515727,Beverton-Holt,1124.78,56.41,5102.95,1.009,-47.50370599695509,2.111932060733769,0.9362513822004593,2142.589341515727,8302,3.26,1.2,1124.78,7154.83
8,Beverton-Holt,alpha,2.111932060733769,Beverton-Holt,3.26,0.48,9.52,1.005,54.36102612445527,2.111932060733769,0.9362513822004593,2142.589341515727,8302,3.26,1.2,1124.78,7154.83
8,Beverton-Holt,sigma,0.9362513822004593,Beverton-Holt,1.2,0.94,1.57,1.002,28.1707053056259,2.111932060733769,0.9362513822004593,2142.589341515727,8302,3.26,1.2,1124.78,7154.83
8,Beverton-Holt,K,8302,Ricker,10844.92,2980.04,21222.08,NA,30.630209588051073,2.111932060733769,0.9362513822004593,2142.589341515727,8302,0.66,1.28,4871.71,10844.92
8,Beverton-Holt,Smsy,2142.589341515727,Ricker,4871.71,1457.69,9430.3,1.001,127.37488260599754,2.111932060733769,0.9362513822004593,2142.589341515727,8302,0.66,1.28,4871.71,10844.92
8,Beverton-Holt,alpha,2.111932060733769,Ricker,0.66,0.13,1.23,1.002,-68.74899471099985,2.111932060733769,0.9362513822004593,2142.589341515727,8302,0.66,1.28,4871.71,10844.92
8,Beverton-Holt,sigma,0.9362513822004593,Ricker,1.28,1.02,1.68,1,36.71541899266763,2.111932060733769,0.9362513822004593,2142.589341515727,8302,0.66,1.28,4871.71,10844.92
9,Beverton-Holt,K,8592,Beverton-Holt,14780.14,6341.44,52862.3,1.011,72.02211359404097,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,1.67,1.22,3706.49,14780.14
9,Beverton-Holt,Smsy,2967.6763511113327,Beverton-Holt,3706.49,109.83,22629.2,1.011,24.89535789884894,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,1.67,1.22,3706.49,14780.14
9,Beverton-Holt,alpha,1.2786428548516533,Beverton-Holt,1.67,0.14,9.59,1.003,30.6072288804798,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,1.67,1.22,3706.49,14780.14
9,Beverton-Holt,sigma,1.2833891291997057,Beverton-Holt,1.22,0.93,1.67,1.008,-4.939197921929872,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,1.67,1.22,3706.49,14780.14
9,Beverton-Holt,K,8592,Ricker,21421.86,3946.24,62220.92,NA,149.32332402234636,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,0.49,1.23,9889.35,21421.86
9,Beverton-Holt,Smsy,2967.6763511113327,Ricker,9889.35,1955.5,28641.62,1.002,233.2354620239045,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,0.49,1.23,9889.35,21421.86
9,Beverton-Holt,alpha,1.2786428548516533,Ricker,0.49,0.06,1.14,1.007,-61.67811847219455,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,0.49,1.23,9889.35,21421.86
9,Beverton-Holt,sigma,1.2833891291997057,Ricker,1.23,0.95,1.7,1.011,-4.160011019650607,1.2786428548516533,1.2833891291997057,2967.6763511113327,8592,0.49,1.23,9889.35,21421.86
10,Ricker,K,8384,Beverton-Holt,7400.82,5324.18,10415.19,1,-11.726860687022905,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,5.77,1.17,388.02,7400.82
10,Ricker,Smsy,3175.8051897828855,Beverton-Holt,388.02,52.6,2071.98,1,-87.7819961612152,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,5.77,1.17,388.02,7400.82
10,Ricker,alpha,1.7495400948945106,Beverton-Holt,5.77,2.16,9.82,1,229.80095836831364,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,5.77,1.17,388.02,7400.82
10,Ricker,sigma,1.0292609761441132,Beverton-Holt,1.17,0.96,1.46,1,13.673793830514471,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,5.77,1.17,388.02,7400.82
10,Ricker,K,8384,Ricker,9495.77,7804.19,11375.07,NA,13.260615458015272,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,1.72,1.07,3592.13,9495.77
10,Ricker,Smsy,3175.8051897828855,Ricker,3592.13,3083.66,4311.17,1,13.109267897051858,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,1.72,1.07,3592.13,9495.77
10,Ricker,alpha,1.7495400948945106,Ricker,1.72,1.25,2.21,1.004,-1.688449151906503,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,1.72,1.07,3592.13,9495.77
10,Ricker,sigma,1.0292609761441132,Ricker,1.07,0.89,1.34,1.001,3.9580849561115374,1.7495400948945106,1.0292609761441132,3175.8051897828855,8384,1.72,1.07,3592.13,9495.77
11,Ricker,K,9821,Beverton-Holt,7344.1,3956.75,13774.12,1.002,-25.22044598309744,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,6.28,1.96,303.71,7344.1
11,Ricker,Smsy,3392.7616663225444,Beverton-Holt,303.71,47.01,2105.82,1.002,-91.0482954634065,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,6.28,1.96,303.71,7344.1
11,Ricker,alpha,2.2159930011716265,Beverton-Holt,6.28,2.06,9.78,1.001,183.39439685412708,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,6.28,1.96,303.71,7344.1
11,Ricker,sigma,0.9692680198720878,Beverton-Holt,1.96,1.6,2.52,1,102.2144504735292,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,6.28,1.96,303.71,7344.1
11,Ricker,K,9821,Ricker,9694.63,8718.21,10668.48,NA,-1.2867325119641666,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,2.55,0.81,3121.9,9694.63
11,Ricker,Smsy,3392.7616663225444,Ricker,3121.9,2904.19,3365.23,1.001,-7.983515877675386,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,2.55,0.81,3121.9,9694.63
11,Ricker,alpha,2.2159930011716265,Ricker,2.55,2.19,2.92,1.001,15.072565601596178,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,2.55,0.81,3121.9,9694.63
11,Ricker,sigma,0.9692680198720878,Ricker,0.81,0.66,1.04,1,-16.431783222674156,2.2159930011716265,0.9692680198720878,3392.7616663225444,9821,2.55,0.81,3121.9,9694.63
12,Ricker,K,9627,Beverton-Holt,7224.13,4493.05,11964.93,1.001,-24.959696686402825,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,6.5,1.76,269.53,7224.13
12,Ricker,Smsy,3270.549960491992,Beverton-Holt,269.53,49.13,1679.25,1.001,-91.75887837654514,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,6.5,1.76,269.53,7224.13
12,Ricker,alpha,2.2980323379175194,Beverton-Holt,6.5,2.44,9.81,1,182.85067589128494,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,6.5,1.76,269.53,7224.13
12,Ricker,sigma,0.8853271775804208,Beverton-Holt,1.76,1.46,2.19,1.001,98.79656296218538,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,6.5,1.76,269.53,7224.13
12,Ricker,K,9627,Ricker,10044.21,8992.41,11089.83,NA,4.333748831411645,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,2.55,0.95,3233.05,10044.21
12,Ricker,Smsy,3270.549960491992,Ricker,3233.05,2995.39,3514.02,1.001,-1.1465949441221976,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,2.55,0.95,3233.05,10044.21
12,Ricker,alpha,2.2980323379175194,Ricker,2.55,2.12,2.96,1.001,10.964495926580996,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,2.55,0.95,3233.05,10044.21
12,Ricker,sigma,0.8853271775804208,Ricker,0.95,0.79,1.19,1.002,7.304962962543241,2.2980323379175194,0.8853271775804208,3270.549960491992,9627,2.55,0.95,3233.05,10044.21
13,Ricker,K,9275,Beverton-Holt,4435.34,2176.63,9888.01,1.005,-52.17962264150943,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,5.96,2.52,216.66,4435.34
13,Ricker,Smsy,3651.4329529829624,Beverton-Holt,216.66,26.63,1745.45,1.005,-94.06643904489596,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,5.96,2.52,216.66,4435.34
13,Ricker,alpha,1.544094840287858,Beverton-Holt,5.96,1.42,9.83,1.001,285.9866534421491,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,5.96,2.52,216.66,4435.34
13,Ricker,sigma,1.5552702479980294,Beverton-Holt,2.52,2.08,3.14,1.003,62.029718194878825,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,5.96,2.52,216.66,4435.34
13,Ricker,K,9275,Ricker,9158.89,6294.48,11863.37,NA,-1.2518598382749389,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,1.59,1.62,3563.84,9158.89
13,Ricker,Smsy,3651.4329529829624,Ricker,3563.84,2708.97,4242.54,1.002,-2.3988651609063516,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,1.59,1.62,3563.84,9158.89
13,Ricker,alpha,1.544094840287858,Ricker,1.59,0.99,2.16,1.003,2.9729494921169586,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,1.59,1.62,3563.84,9158.89
13,Ricker,sigma,1.5552702479980294,Ricker,1.62,1.33,2.03,1.001,4.161961696707822,1.544094840287858,1.5552702479980294,3651.4329529829624,9275,1.59,1.62,3563.84,9158.89
14,Ricker,K,9141,Beverton-Holt,7365.8,4479.42,12017.92,1.001,-19.42019472705393,2.96630743214759,0.1150524579669735,2700.451861158684,9141,6.37,1.35,293.39,7365.8
14,Ricker,Smsy,2700.451861158684,Beverton-Holt,293.39,50.52,1863.28,1,-89.13552193912781,2.96630743214759,0.1150524579669735,2700.451861158684,9141,6.37,1.35,293.39,7365.8
14,Ricker,alpha,2.96630743214759,Beverton-Holt,6.37,2.23,9.79,1,114.74510467002253,2.96630743214759,0.1150524579669735,2700.451861158684,9141,6.37,1.35,293.39,7365.8
14,Ricker,sigma,0.1150524579669735,Beverton-Holt,1.35,1.05,1.81,1.001,1073.3777998793607,2.96630743214759,0.1150524579669735,2700.451861158684,9141,6.37,1.35,293.39,7365.8
14,Ricker,K,9141,Ricker,9171.17,9022.38,9316.35,NA,0.3300514166940168,2.96630743214759,0.1150524579669735,2700.451861158684,9141,2.99,0.13,2693.75,9171.17
14,Ricker,Smsy,2700.451861158684,Ricker,2693.75,2649.89,2741.84,1.002,-0.24817554628833582,2.96630743214759,0.1150524579669735,2700.451861158684,9141,2.99,0.13,2693.75,9171.17
14,Ricker,alpha,2.96630743214759,Ricker,2.99,2.9,3.08,1.005,0.7987226002146629,2.96630743214759,0.1150524579669735,2700.451861158684,9141,2.99,0.13,2693.75,9171.17
14,Ricker,sigma,0.1150524579669735,Ricker,0.13,0.1,0.18,1.002,12.991936284679193,2.96630743214759,0.1150524579669735,2700.451861158684,9141,2.99,0.13,2693.75,9171.17
15,Beverton-Holt,K,9256,Beverton-Holt,8568.8,7282.76,10397.1,1.008,-7.424373379429567,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,5.6,0.53,482.71,8568.8
15,Beverton-Holt,Smsy,1958.3171999224157,Beverton-Holt,482.71,63.99,2395.37,1.012,-75.35077565477523,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,5.6,0.53,482.71,8568.8
15,Beverton-Holt,alpha,2.630942680253769,Beverton-Holt,5.6,2.18,9.75,1.005,112.85146354689296,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,5.6,0.53,482.71,8568.8
15,Beverton-Holt,sigma,0.5180813915668896,Beverton-Holt,0.53,0.44,0.67,1.003,2.300528184782645,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,5.6,0.53,482.71,8568.8
15,Beverton-Holt,K,9256,Ricker,9465.03,8104.13,11665.88,NA,2.2583189282627556,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,1.34,0.59,3853.7,9465.03
15,Beverton-Holt,Smsy,1958.3171999224157,Ricker,3853.7,3262.73,4909.73,1.001,96.78630204303343,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,1.34,0.59,3853.7,9465.03
15,Beverton-Holt,alpha,2.630942680253769,Ricker,1.34,0.95,1.71,1.001,-49.06768550842204,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,1.34,0.59,3853.7,9465.03
15,Beverton-Holt,sigma,0.5180813915668896,Ricker,0.59,0.49,0.75,1.001,13.881720054758027,2.630942680253769,0.5180813915668896,1958.3171999224157,9256,1.34,0.59,3853.7,9465.03
16,Ricker,K,9827,Beverton-Holt,8952.12,6488.44,12605.87,1.001,-8.902818764628057,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,5.89,0.82,445.46,8952.12
16,Ricker,Smsy,4266.174984204998,Beverton-Holt,445.46,64.39,2620.98,1.002,-89.55832797179528,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,5.89,0.82,445.46,8952.12
16,Ricker,alpha,0.9820733550206203,Beverton-Holt,5.89,1.89,9.76,1.002,499.7515328044236,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,5.89,0.82,445.46,8952.12
16,Ricker,sigma,0.7562763920572849,Beverton-Holt,0.82,0.64,1.13,1.001,8.425968152908867,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,5.89,0.82,445.46,8952.12
16,Ricker,K,9827,Ricker,10380.16,8520.87,12676.56,NA,5.628981377836571,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,1.6,0.76,4019.27,10380.16
16,Ricker,Smsy,4266.174984204998,Ricker,4019.27,3408.38,4965.48,1.001,-5.787502507964014,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,1.6,0.76,4019.27,10380.16
16,Ricker,alpha,0.9820733550206203,Ricker,1.6,1.08,2.11,1.002,62.920620116651605,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,1.6,0.76,4019.27,10380.16
16,Ricker,sigma,0.7562763920572849,Ricker,0.76,0.58,1.02,1.001,0.49236072708627426,0.9820733550206203,0.7562763920572849,4266.174984204998,9827,1.6,0.76,4019.27,10380.16
17,Beverton-Holt,K,8354,Beverton-Holt,6626.67,5659.67,8070.47,1.003,-20.67668182906392,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,2.14,0.31,1688.16,6626.67
17,Beverton-Holt,Smsy,2628.2155261997764,Beverton-Holt,1688.16,111.21,2608.16,1.004,-35.767824854114366,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,2.14,0.31,1688.16,6626.67
17,Beverton-Holt,alpha,1.5573489145865125,Beverton-Holt,2.14,1.39,7.96,1.004,37.413008732740266,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,2.14,0.31,1688.16,6626.67
17,Beverton-Holt,sigma,0.28085213078300186,Beverton-Holt,0.31,0.25,0.4,1.003,10.378368551356658,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,2.14,0.31,1688.16,6626.67
17,Beverton-Holt,K,8354,Ricker,7149.65,6310.61,8358.22,NA,-14.41644721091693,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,1.16,0.33,3008.84,7149.65
17,Beverton-Holt,Smsy,2628.2155261997764,Ricker,3008.84,2624.24,3598.63,1.001,14.482239755678686,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,1.16,0.33,3008.84,7149.65
17,Beverton-Holt,alpha,1.5573489145865125,Ricker,1.16,0.95,1.38,1.002,-25.51444386449594,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,1.16,0.33,3008.84,7149.65
17,Beverton-Holt,sigma,0.28085213078300186,Ricker,0.33,0.26,0.41,1.001,17.499553619186127,1.5573489145865125,0.28085213078300186,2628.2155261997764,8354,1.16,0.33,3008.84,7149.65
18,Beverton-Holt,K,9015,Beverton-Holt,11671.93,5663.96,56745.4,1.02,29.47232390460344,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.62,0.81,4791.3,11671.93
18,Beverton-Holt,Smsy,3519.0371656947027,Beverton-Holt,4791.3,2013.5,25947.54,1.021,36.15371973640797,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.62,0.81,4791.3,11671.93
18,Beverton-Holt,alpha,0.8916527457200365,Beverton-Holt,0.62,0.1,1.74,1.06,-30.46620413877251,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.62,0.81,4791.3,11671.93
18,Beverton-Holt,sigma,0.7040167508360413,Beverton-Holt,0.81,0.65,1.04,1.01,15.054080607897527,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.62,0.81,4791.3,11671.93
18,Beverton-Holt,K,9015,Ricker,11839.28,6259.56,25267.47,NA,31.328674431503057,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.56,0.81,5442.93,11839.28
18,Beverton-Holt,Smsy,3519.0371656947027,Ricker,5442.93,3013.36,11845.72,1.003,54.6710007231622,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.56,0.81,5442.93,11839.28
18,Beverton-Holt,alpha,0.8916527457200365,Ricker,0.56,0.18,0.98,1.009,-37.195281157600974,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.56,0.81,5442.93,11839.28
18,Beverton-Holt,sigma,0.7040167508360413,Ricker,0.81,0.65,1.04,1.003,15.054080607897527,0.8916527457200365,0.7040167508360413,3519.0371656947027,9015,0.56,0.81,5442.93,11839.28
19,Beverton-Holt,K,8077,Beverton-Holt,7264.42,6621.51,8115.36,1.011,-10.060418472205027,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,3.96,0.27,871.3,7264.42
19,Beverton-Holt,Smsy,1851.5587482787303,Beverton-Holt,871.3,56.35,2082.89,1.019,-52.94235190700868,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,3.96,0.27,871.3,7264.42
19,Beverton-Holt,alpha,2.425232945363808,Beverton-Holt,3.96,2.02,9.64,1.015,63.28328408906561,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,3.96,0.27,871.3,7264.42
19,Beverton-Holt,sigma,0.2951196683184518,Beverton-Holt,0.27,0.22,0.35,1.002,-8.511688990971004,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,3.96,0.27,871.3,7264.42
19,Beverton-Holt,K,8077,Ricker,8135.28,7386.07,9112.21,NA,0.7215550328092082,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,1.2,0.32,3398.18,8135.28
19,Beverton-Holt,Smsy,1851.5587482787303,Ricker,3398.18,3061.83,3872.87,1.005,83.53076850297401,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,1.2,0.32,3398.18,8135.28
19,Beverton-Holt,alpha,2.425232945363808,Ricker,1.2,1,1.41,1.005,-50.52021694270739,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,1.2,0.32,3398.18,8135.28
19,Beverton-Holt,sigma,0.2951196683184518,Ricker,0.32,0.26,0.4,1.001,8.430590825515843,2.425232945363808,0.2951196683184518,1851.5587482787303,8077,1.2,0.32,3398.18,8135.28
20,Ricker,K,9173,Beverton-Holt,6150.05,3109.1,12472.23,1.001,-32.954867546059084,2.990415720883143,0.4891996716619831,2696.121222386182,9173,6.14,1.84,278.83,6150.05
20,Ricker,Smsy,2696.121222386182,Beverton-Holt,278.83,37.36,1965.88,1.001,-89.6581059603387,2.990415720883143,0.4891996716619831,2696.121222386182,9173,6.14,1.84,278.83,6150.05
20,Ricker,alpha,2.990415720883143,Beverton-Holt,6.14,1.82,9.82,1.001,105.32262310962929,2.990415720883143,0.4891996716619831,2696.121222386182,9173,6.14,1.84,278.83,6150.05
20,Ricker,sigma,0.4891996716619831,Beverton-Holt,1.84,1.43,2.5,1.001,276.12453699097426,2.990415720883143,0.4891996716619831,2696.121222386182,9173,6.14,1.84,278.83,6150.05
20,Ricker,K,9173,Ricker,9271.34,8599.16,9959.07,NA,1.0720593044805422,2.990415720883143,0.4891996716619831,2696.121222386182,9173,2.87,0.55,2795.22,9271.34
20,Ricker,Smsy,2696.121222386182,Ricker,2795.22,2638.99,2961.36,1,3.6756054138437824,2.990415720883143,0.4891996716619831,2696.121222386182,9173,2.87,0.55,2795.22,9271.34
20,Ricker,alpha,2.990415720883143,Ricker,2.87,2.54,3.18,1.002,-4.0267217712319,2.990415720883143,0.4891996716619831,2696.121222386182,9173,2.87,0.55,2795.22,9271.34
20,Ricker,sigma,0.4891996716619831,Ricker,0.55,0.43,0.75,1.001,12.428530078823826,2.990415720883143,0.4891996716619831,2696.121222386182,9173,2.87,0.55,2795.22,9271.34
21,Beverton-Holt,K,9799,Beverton-Holt,13342.18,9307.43,21290.42,1.003,36.15858761098071,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,1.29,0.78,4552.48,13342.18
21,Beverton-Holt,Smsy,3266.754245077302,Beverton-Holt,4552.48,2234.82,8207.82,1.004,39.357896507218676,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,1.29,0.78,4552.48,13342.18
21,Beverton-Holt,alpha,1.3859077825230024,Beverton-Holt,1.29,0.68,2.67,1.007,-6.920213865052782,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,1.29,0.78,4552.48,13342.18
21,Beverton-Holt,sigma,0.7134451631228145,Beverton-Holt,0.78,0.64,0.97,1.003,9.328654859172213,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,1.29,0.78,4552.48,13342.18
21,Beverton-Holt,K,9799,Ricker,14763.73,11400.06,20075.99,NA,50.66568017144606,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,0.96,0.75,6398.02,14763.73
21,Beverton-Holt,Smsy,3266.754245077302,Ricker,6398.02,5033.1,8801.36,1.001,95.85250435171938,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,0.96,0.75,6398.02,14763.73
21,Beverton-Holt,alpha,1.3859077825230024,Ricker,0.96,0.63,1.26,1.004,-30.731321946085792,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,0.96,0.75,6398.02,14763.73
21,Beverton-Holt,sigma,0.7134451631228145,Ricker,0.75,0.62,0.93,1,5.123706595357893,1.3859077825230024,0.7134451631228145,3266.754245077302,9799,0.96,0.75,6398.02,14763.73
